"UniqueID","startprice","startprice.log","startprice.predict.All.Interact.X.glmnet","startprice.predict.All.Interact.X.glmnet.err","startprice.predict.All.Interact.X.glmnet.accurate"
10001,159.99,5.07511131328062,205.335453302311,45.3454533023111,FALSE
10004,235,5.45958551414416,338.970994359189,103.970994359189,FALSE
10005,199.99,5.298267365298,160.889455379964,39.1005446200357,FALSE
10008,329.99,5.79906235097108,339.882991484499,9.89299148449936,FALSE
10012,99.99,4.60507018098776,115.511116165268,15.5211161652683,FALSE
10016,344.95,5.84339947899212,421.14950047414,76.1995004741397,FALSE
10018,209.98,5.34701228808679,240.558118115581,30.5781181155812,FALSE
10020,95,4.55387689160054,133.487891160599,38.4878911605994,FALSE
10022,187.5,5.23377884541047,185.975117872061,1.52488212793855,FALSE
10023,129.99,4.86745752441993,175.384163066798,45.3941630667979,FALSE
10024,329.99,5.79906235097108,279.765982883289,50.2240171167111,FALSE
10025,149,5.00394630594546,474.670121778424,325.670121778424,FALSE
10026,238.8,5.47562638151845,234.231943933365,4.5680560666348,FALSE
10028,249.99,5.52142091706223,196.049940169562,53.9400598304383,FALSE
10029,309.99,5.73654003889437,283.416969155365,26.5730308446352,FALSE
10033,299.98,5.70371580576721,207.921940181444,92.0580598185564,FALSE
10035,444.99,6.09805181000363,351.290134260774,93.6998657392263,FALSE
10036,480,6.17378610390194,383.647731270713,96.3522687292866,FALSE
10038,79,4.36944785246702,133.287079352642,54.2870793526417,FALSE
10039,189.85,5.24623428667781,208.258234369862,18.4082343698621,FALSE
10040,159.99,5.07511131328062,204.935453764326,44.945453764326,FALSE
10042,115,4.74493212836325,110.206127830829,4.79387216917071,FALSE
10043,289.95,5.66970849432245,228.539087911648,61.4109120883518,FALSE
10044,499.95,6.21450809342186,445.355313800566,54.5946861994341,FALSE
10046,550,6.30991827822652,496.578619791313,53.4213802086875,FALSE
10047,209.99,5.34705991053603,245.911517299187,35.9215172991869,FALSE
10052,259,5.55682806169954,242.50703148274,16.4929685172602,FALSE
10053,240,5.48063892334199,217.939763116963,22.0602368830374,FALSE
10054,69.99,4.24835237470145,121.354186890284,51.3641868902843,FALSE
10055,398.99,5.98893635391915,393.465583404568,5.52441659543223,FALSE
10057,84.99,4.44253360251053,203.210769465488,118.220769465488,FALSE
10058,269.99,5.59838492127545,190.73298234597,79.2570176540299,FALSE
10059,295,5.68697535633982,215.836010292989,79.163989707011,FALSE
10060,210,5.34710753071747,172.532872841779,37.4671271582209,FALSE
10063,304.89,5.71995105581779,178.98318820236,125.90681179764,FALSE
10065,195,5.27299955856375,193.630611492246,1.36938850775442,FALSE
10066,319,5.76519110278484,266.710340418871,52.2896595811285,FALSE
10067,389.99,5.96612109776931,439.421645852361,49.4316458523612,FALSE
10069,254.99,5.5412243287032,220.620809602331,34.3691903976689,FALSE
10071,159.95,5.07486126639553,211.578794134286,51.628794134286,FALSE
10072,279.99,5.63475388824576,76.7990693204225,203.190930679577,FALSE
10077,119.95,4.7870749892857,194.685461381439,74.735461381439,FALSE
10079,269.94,5.59819971208114,224.281406967439,45.6585930325606,FALSE
10082,169.95,5.13550427614213,190.465233268693,20.5152332686932,FALSE
10083,319.85,5.76785213589615,243.615204345401,76.234795654599,FALSE
10084,329.99,5.79906235097108,364.736887050774,34.7468870507744,FALSE
10085,249.95,5.52126089785958,212.812418698993,37.1375813010071,FALSE
10087,550,6.30991827822652,495.992648680801,54.0073513191993,FALSE
10088,169.98,5.13568078307048,207.001732688813,37.0217326888133,FALSE
10093,194.29,5.26935188825502,215.636842841024,21.346842841024,FALSE
10094,193.15,5.26346708911229,196.974546193483,3.824546193483,FALSE
10096,489.99,6.19438498273316,447.620807590339,42.369192409661,FALSE
10100,199.99,5.298267365298,210.300492695507,10.310492695507,FALSE
10102,349,5.85507192220243,255.912187395609,93.0878126043913,FALSE
10103,160,5.07517381523383,70.7139064431613,89.2860935568387,FALSE
10104,295,5.68697535633982,282.69668381269,12.3033161873097,FALSE
10106,279.95,5.6346110157949,201.951877268922,77.9981227310778,FALSE
10107,149.95,5.01030190519502,158.206129933568,8.25612993356808,FALSE
10110,99,4.59511985013459,118.513562826826,19.5135628268265,FALSE
10111,320,5.76832099579377,276.309931096223,43.690068903777,FALSE
10112,255,5.54126354515843,131.3722654534,123.6277345466,FALSE
10115,250,5.52146091786225,178.028000677951,71.9719993220488,FALSE
10116,549.99,6.30990009624304,448.633284362589,101.356715637411,FALSE
10120,250,5.52146091786225,209.823909623457,40.1760903765435,FALSE
10121,249.99,5.52142091706223,186.961750698327,63.0282493016726,FALSE
10122,299.99,5.7037491407673,235.673044884306,64.3169551156943,FALSE
10126,344,5.8406416573734,229.009191325281,114.990808674719,FALSE
10127,100,4.60517018598809,31.0967667550025,68.9032332449975,FALSE
10128,250,5.52146091786225,177.88296992776,72.1170300722405,FALSE
10129,175,5.16478597392351,159.941589594709,15.058410405291,FALSE
10132,119.99,4.7874084059763,167.32945601979,47.3394560197896,FALSE
10133,225,5.41610040220442,219.892125062361,5.10787493763883,FALSE
10135,225,5.41610040220442,74.8388694201757,150.161130579824,FALSE
10136,389.99,5.96612109776931,459.811621682193,69.8216216821928,FALSE
10139,274.99,5.61673473336903,196.483190232811,78.5068097671895,FALSE
10144,215,5.37063802812766,247.590378120353,32.590378120353,FALSE
10146,187.5,5.23377884541047,188.954326401073,1.45432640107273,FALSE
10148,229,5.43372200355424,259.523539418424,30.5235394184241,FALSE
10149,159.93,5.07473621950278,179.999995989255,20.0699959892546,FALSE
10153,639.99,6.46145255123165,351.488548649087,288.501451350913,FALSE
10155,284.99,5.65245409193376,215.50261552134,69.4873844786604,FALSE
10158,139.98,4.94149955526139,184.776973820556,44.796973820556,FALSE
10160,294.99,5.68694145746017,316.347978237982,21.3579782379817,FALSE
10163,299.99,5.7037491407673,354.876782758799,54.886782758799,FALSE
10164,270,5.59842195899838,258.146876565031,11.853123434969,FALSE
10167,399.99,5.99143954679548,282.413176257313,117.576823742687,FALSE
10168,279.95,5.6346110157949,201.260192152623,78.6898078473766,FALSE
10170,329,5.79605775076537,313.835648296398,15.1643517036017,FALSE
10171,187.5,5.23377884541047,188.675421112243,1.17542111224256,FALSE
10172,269,5.59471137960184,296.959296873847,27.9592968738467,FALSE
10182,100,4.60517018598809,56.6906911286344,43.3093088713656,FALSE
10184,15,2.70805020110221,192.054078167234,177.054078167234,FALSE
10188,299,5.70044357339069,282.4111857498,16.5888142501997,FALSE
10191,215,5.37063802812766,229.195186168816,14.1951861688165,FALSE
10193,250,5.52146091786225,121.257883165384,128.742116834616,FALSE
10195,200,5.29831736654804,106.870031601492,93.1299683985079,FALSE
10197,404.99,6.00386237544368,410.548611040727,5.5586110407271,FALSE
10199,50,3.91202300542815,81.4591972586979,31.4591972586979,FALSE
10200,89.99,4.49969855304586,201.61543121338,111.62543121338,FALSE
10204,309.99,5.73654003889437,221.153239783966,88.8367602160345,FALSE
10206,200,5.29831736654804,203.101366400377,3.1013664003772,FALSE
10207,269,5.59471137960184,296.520932777696,27.520932777696,FALSE
10212,299,5.70044357339069,282.143436672523,16.8565633274766,FALSE
10215,374.95,5.9267926837474,452.746764423138,77.7967644231382,FALSE
10216,189,5.24174701505964,188.790026810959,0.209973189040511,FALSE
10217,75,4.31748811353631,119.535724407112,44.5357244071115,FALSE
10219,480,6.17378610390194,309.242817808102,170.757182191898,FALSE
10221,465.99,6.14416417466793,271.671121827132,194.318878172868,FALSE
10222,399.99,5.99143954679548,220.764715723478,179.225284276523,FALSE
10229,187.99,5.23638876992587,229.154039268294,41.1640392682935,FALSE
10232,425,6.05208916892442,329.885513095316,95.1144869046836,FALSE
10235,164.99,5.10588486600335,166.078863167854,1.08886316785356,FALSE
10236,319.95,5.76816473358547,331.384562152658,11.4345621526583,FALSE
10239,398.99,5.98893635391915,390.6562081766,8.33379182339991,FALSE
10241,99.99,4.60507018098776,50.2556254127474,49.7343745872526,FALSE
10244,155,5.04342511691925,210.936191941104,55.9361919411043,FALSE
10246,400,5.99146454710798,173.205450938847,226.794549061153,FALSE
10249,114.94,4.7444102530796,136.328267815121,21.3882678151211,FALSE
10252,159.99,5.07511131328062,157.771032718804,2.21896728119583,FALSE
10254,229.97,5.43794886563323,55.8874438968035,174.082556103196,FALSE
10257,499.99,6.21458809822219,304.270014169567,195.719985830433,FALSE
10260,334.99,5.81410068063326,264.546035377549,70.4439646224508,FALSE
10261,250,5.52146091786225,154.821455426026,95.1785445739735,FALSE
10264,225,5.41610040220442,94.0796190482294,130.920380951771,FALSE
10266,320,5.76832099579377,298.777741971469,21.2222580285311,FALSE
10267,335,5.81413053182507,312.620753515638,22.379246484362,FALSE
10274,144.99,4.9766647745251,191.050019127445,46.0600191274449,FALSE
10279,399,5.98896141688986,260.069771294649,138.930228705351,FALSE
10282,199.99,5.298267365298,215.73828349258,15.7482834925802,FALSE
10283,20,2.99573227355399,32.4401406297187,12.4401406297187,FALSE
10287,439.99,6.08675199938131,416.865931967847,23.1240680321529,FALSE
10296,89.99,4.49969855304586,67.2653437608268,22.7246562391732,FALSE
10299,200,5.29831736654804,104.98396578638,95.0160342136204,FALSE
10302,225,5.41610040220442,58.9174097664008,166.082590233599,FALSE
10308,325,5.78382518232974,336.125584946065,11.1255849460653,FALSE
10314,500,6.21460809842219,340.28749461701,159.71250538299,FALSE
10315,350,5.85793315448346,312.019568469489,37.9804315305115,FALSE
10316,187.99,5.23638876992587,228.064391372148,40.0743913721477,FALSE
10317,109.98,4.70029853107967,126.231534646002,16.2515346460015,FALSE
10320,350,5.85793315448346,376.864238764581,26.864238764581,FALSE
10325,124,4.82028156560504,190.481052338231,66.4810523382313,FALSE
10335,250,5.52146091786225,179.196397969426,70.8036020305741,FALSE
10347,150,5.01063529409626,95.1682945842291,54.8317054157709,FALSE
10351,140,4.9416424226093,66.4146491093913,73.5853508906087,FALSE
10359,275,5.61677109766657,212.075434994557,62.9245650054428,FALSE
10362,189.99,5.24697143919645,181.154513491043,8.8354865089575,FALSE
10366,99.99,4.60507018098776,146.454237446717,46.4642374467175,FALSE
10369,339,5.82600010738045,256.884024443476,82.1159755565239,FALSE
10374,185.49,5.22300097223859,174.98372904444,10.5062709555602,FALSE
10377,179.96,5.19273460397297,199.640781768462,19.6807817684619,FALSE
10382,95,4.55387689160054,129.449342578338,34.4493425783384,FALSE
10383,264.95,5.57954112893877,79.5285923547848,185.421407645215,FALSE
10385,15,2.70805020110221,190.059351934386,175.059351934386,FALSE
10386,165,5.10594547390058,183.799923666525,18.7999236665254,FALSE
10390,15,2.70805020110221,190.00357087662,175.00357087662,FALSE
10404,179,5.18738580584075,65.0635814758233,113.936418524177,FALSE
10409,175,5.16478597392351,178.502214145881,3.50221414588091,FALSE
10413,120,4.78749174278205,113.666940538925,6.33305946107474,FALSE
10414,280,5.63478960316925,223.623837751328,56.3761622486723,FALSE
10416,89.99,4.49969855304586,103.678689034654,13.6886890346544,FALSE
10423,350,5.85793315448346,97.4598072319431,252.540192768057,FALSE
10424,249.99,5.52142091706223,187.680404634921,62.3095953650789,FALSE
10426,310,5.73657229747919,279.756007400137,30.243992599863,FALSE
10428,458,6.12686918411419,378.985716156714,79.0142838432859,FALSE
10429,265,5.57972982598622,244.327527141143,20.672472858857,FALSE
10432,228.59,5.43193000587196,168.251630099206,60.3383699007939,FALSE
10433,249.97,5.52134091066167,193.020501808326,56.9494981916737,FALSE
10434,249.99,5.52142091706223,155.604702916596,94.3852970834037,FALSE
10440,340,5.82894561761021,171.705973682526,168.294026317474,FALSE
10451,185,5.22035582507832,192.991778668988,7.99177866898802,FALSE
10455,190,5.24702407216049,75.3886280366244,114.611371963376,FALSE
10461,400,5.99146454710798,385.949409826781,14.0505901732189,FALSE
10465,188.99,5.24169410360695,199.25835359549,10.2683535954905,FALSE
10466,99.94,4.60457000591606,82.8541262525625,17.0858737474375,FALSE
10469,225,5.41610040220442,197.064984803971,27.9350151960286,FALSE
10471,110,4.70048036579242,108.033930874249,1.96606912575088,FALSE
10472,200,5.29831736654804,103.053941187675,96.9460588123252,FALSE
10473,249,5.51745289646471,149.612013133002,99.3879868669979,FALSE
10483,249,5.51745289646471,230.363850412906,18.6361495870943,FALSE
10485,252.99,5.53334996225466,175.192400128332,77.7975998716678,FALSE
10488,40,3.68887945411394,65.1351922767822,25.1351922767822,FALSE
10489,100,4.60517018598809,46.650713799641,53.349286200359,FALSE
10491,5,1.6094379124341,43.5702376726144,38.5702376726144,FALSE
10494,124.95,4.82791365728096,118.271287939845,6.67871206015529,FALSE
10495,159.99,5.07511131328062,65.0570987959098,94.9329012040902,FALSE
10498,89.99,4.49969855304586,188.788130755536,98.7981307555356,FALSE
10500,315,5.75257263882563,216.208612112583,98.791387887417,FALSE
10503,184.99,5.2203017695633,184.221307984593,0.768692015406856,FALSE
10504,150,5.01063529409626,92.3195049544748,57.6804950455252,FALSE
