UniqueID,startprice.predict.Final.glmnet
10001,190.706738630527
10004,304.348846793782
10005,215.922021581536
10008,340.578749298646
10012,151.155086605026
10016,405.271205709571
10018,258.114668040524
10020,162.869082493485
10022,182.565118235449
10023,143.302076126692
10024,301.624222366208
10025,396.132425295008
10026,290.659660642196
10028,203.262698780449
10029,236.177223505707
10033,255.032113945265
10035,319.739077792222
10036,286.695599219114
10038,162.683449003865
10039,193.806230761022
10040,196.421666096816
10042,143.429369895592
10043,271.798014353743
10044,384.16755524788
10046,443.168792356919
10047,232.429801565401
10052,198.516773824066
10053,236.257717345923
10054,149.635482888765
10055,264.737078765744
10057,215.810363844063
10058,217.415898356947
10059,143.686479526566
10060,191.98599622768
10063,158.432523719377
10065,198.21334596958
10066,287.683481701037
10067,388.638148453656
10069,229.512013728669
10071,206.92932087596
10072,278.324681448616
10077,204.354593276745
10079,295.035992243837
10082,217.168387037453
10083,319.250804710641
10084,334.629550519703
10085,263.741978694309
10087,442.745960519451
10088,223.873226505767
10093,166.116208940501
10094,215.566132894936
10096,328.616746803032
10100,217.803421514806
10102,332.562454105432
10103,109.638291380086
10104,278.626930263294
10106,225.79691604147
10107,256.843334186019
10110,184.045149103679
10111,323.534527004907
10112,54.1479041631745
10115,167.789854321126
10116,390.645662612365
10120,192.612077644654
10121,198.793370920915
10122,275.641878136516
10126,179.314273740974
10127,11.6583448163389
10128,167.655785689734
10129,173.371260239804
10132,189.850153446271
10133,219.975943219844
10135,69.854817122886
10136,336.72968271506
10139,269.836940869644
10144,241.389018982956
10146,184.06735339764
10148,266.851275605786
10149,199.591283685232
10153,361.982626566297
10155,209.859461728571
10158,191.289544976487
10160,281.170366457189
10163,338.446381292251
10164,239.176538880559
10167,213.457688053356
10168,225.157511799446
10170,320.938461728291
10171,183.809529106501
10172,261.972208753745
10182,69.325471043208
10184,188.711541195927
10188,279.766861314553
10191,242.866771816522
10193,120.971236420216
10195,94.9952064042903
10197,301.944802536656
10199,106.366803206053
10200,214.335608898749
10204,219.984364709522
10206,208.967091752842
10207,261.611254746151
10212,279.51934999506
10215,397.690004220596
10216,237.323535382973
10217,147.954468510539
10219,302.735571350486
10221,275.628918904229
10222,184.440413725765
10229,231.61828354455
10232,318.804989010346
10235,178.914138976628
10236,280.330777892742
10239,262.839491982962
10241,57.7942300678094
10244,262.486679493932
10246,214.743140548061
10249,159.013343510733
10252,165.554737545705
10254,68.5829370847281
10257,341.913043554594
10260,285.682765201799
10261,149.868967417573
10264,86.4940299443851
10266,261.898129444291
10267,315.93118523341
10274,187.783373747827
10279,241.046354522864
10282,246.930090449648
10283,51.4073091880914
10287,384.961876292307
10296,66.6205948676792
10299,100.503353424077
10302,87.6928182866355
10308,337.48485780498
10314,329.410465902215
10315,315.436162594424
10316,230.721055011386
10317,186.665518876298
10320,354.172193620389
10325,187.257412193904
10335,194.246247714078
10347,117.809204966528
10351,53.7719020340805
10359,210.577140643899
10362,196.093237808334
10366,157.806725828203
10369,270.343112471413
10374,193.599555934934
10377,212.510212917486
10382,155.128868512533
10383,23.2302245076968
10385,198.920113288264
10386,211.789691458444
10390,198.868548430036
10404,56.5036012134028
10409,199.870351649038
10413,135.362955530393
10414,217.077998187443
10416,99.2967357415475
10423,92.6438488691039
10424,201.395379307603
10426,277.312374062911
10428,365.877116524449
10429,227.010607874634
10432,217.580785060406
10433,214.369201956836
10434,178.987437243365
10440,241.718252187249
10451,211.884402017473
10455,76.9180254383338
10461,280.574808212231
10465,230.424111866972
10466,141.806374395086
10469,240.094344884418
10471,154.651268930819
10472,98.7192093293964
10473,148.637311866579
10483,274.94499606684
10485,165.36636954127
10488,60.6335860664713
10489,75.3101647750064
10491,50.3444863351604
10494,163.067361528496
10495,60.5613952649524
10498,197.754747492316
10500,223.668804034435
10503,232.503130213253
10504,85.5594118741987
10506,263.340145187292
10508,231.565315247195
10512,123.331160796581
10513,343.791666878694
10518,223.483170544815
10520,214.207148849655
10522,276.198275612377
10523,321.226115643794
10526,5.80783279338029
10527,94.1518272010344
10528,91.5682250877718
10529,62.9730856003024
10532,127.211219416027
10537,197.35254159814
10539,211.827383950918
10541,198.817855343852
10546,231.081098762811
10547,193.242493636423
10550,332.775157599682
10554,205.12017479775
10555,316.967967644752
10559,217.238013593508
10560,209.179203225157
10563,258.737755458967
10564,58.8661478600036
10565,301.432347382634
10567,67.7653978161366
10568,140.327697217688
10569,82.3762189478965
10574,203.272721630659
10575,217.443084608725
10581,42.3699626783876
10583,225.12552819895
10586,193.16486178129
10587,321.707827938006
10590,303.328951031657
10591,184.514161736186
10594,387.665202704167
10595,81.506602509434
10596,275.601459181823
10597,275.037913282695
10601,246.546737779338
10602,87.733301661351
10603,64.9837099804295
10605,308.744342537577
10607,148.886791143753
10609,259.518349284836
10613,357.405824182516
10614,281.903229464788
10619,249.72801520827
10622,235.650192770804
10628,105.142630310375
10629,209.511104217482
10632,210.017754149628
10637,433.066907869135
10638,206.015765143626
10643,454.981534448298
10644,387.799913429446
10645,174.393061378789
10647,331.73586224972
10648,26.3085705118492
10649,175.908922447626
10650,414.855001147168
10651,261.598054245064
10655,253.290898542338
10658,60.4095782946626
10660,333.854691785744
10663,190.863593014336
10665,146.841412799728
10667,196.011855284217
10668,363.595333690878
10671,135.034030247772
10673,68.4207113279876
10674,266.82608108377
10676,232.452625393482
10679,265.904138963905
10680,195.969069148076
10681,187.310245800689
10682,415.747715470121
10683,60.0783738314251
10687,64.9915769425028
10690,248.817089057949
10691,146.296536009624
10695,99.318860259977
10700,261.836141704325
10705,95.6003629906351
10706,15.8513521202231
10707,210.38295667405
10709,192.173271405521
10710,276.89766071428
10711,213.527670695589
10718,173.657734000246
10719,301.998577689381
10722,106.791236314894
10724,333.194661600429
10731,247.165543984641
10733,206.368905210392
10735,155.495307766913
10737,177.039379304524
