"UniqueID","sold.fctr","sold.fctr.predict.Low.cor.X.glm.prob","sold.fctr.predict.Low.cor.X.glm","sold.fctr.predict.Low.cor.X.glm.accurate"
10002,"Y",0.951570352841842,"Y",TRUE
10004,"N",0.633897874953563,"Y",FALSE
10006,"Y",0.906090009995848,"Y",TRUE
10007,"Y",0.893683801180839,"Y",TRUE
10008,"N",0.255867197161875,"N",TRUE
10010,"Y",0.794485085351395,"Y",TRUE
10012,"N",0.172218103814448,"N",TRUE
10018,"N",0.162299200581999,"N",TRUE
10020,"N",0.459803169274226,"N",TRUE
10022,"N",0.277045244264202,"N",TRUE
10024,"N",0.0607712313439988,"N",TRUE
10026,"N",0.259475808601566,"N",TRUE
10028,"N",0.0655860629964097,"N",TRUE
10030,"Y",0.327566786468146,"N",FALSE
10031,"Y",0.66258204358874,"Y",TRUE
10032,"Y",0.493615594903192,"N",FALSE
10033,"N",0.0506284096288481,"N",TRUE
10039,"N",0.0743517391507999,"N",TRUE
10040,"N",0.596551706275496,"N",TRUE
10042,"N",0.303007972585454,"N",TRUE
10043,"N",0.0782419339957226,"N",TRUE
10044,"N",0.0991739275881859,"N",TRUE
10045,"Y",0.130382531973262,"N",FALSE
10046,"N",0.0848976836222187,"N",TRUE
10047,"N",0.316886161890603,"N",TRUE
10048,"Y",0.649196346287656,"Y",TRUE
10050,"Y",0.574007753717896,"N",FALSE
10052,"N",0.170833415899936,"N",TRUE
10053,"N",0.31600325285138,"N",TRUE
10056,"Y",0.902976150221752,"Y",TRUE
10057,"N",0.5593345004427,"N",TRUE
10058,"N",0.102265103052935,"N",TRUE
10059,"N",0.186624467069296,"N",TRUE
10060,"N",0.175531172393927,"N",TRUE
10064,"Y",0.942681835429611,"Y",TRUE
10066,"N",0.0557809662508782,"N",TRUE
10070,"Y",0.893648486728208,"Y",TRUE
10075,"Y",0.774008601058514,"Y",TRUE
10076,"Y",0.337012385433998,"N",FALSE
10080,"Y",0.154098202369615,"N",FALSE
10089,"Y",0.252706868105932,"N",FALSE
10090,"Y",0.812154244079686,"Y",TRUE
10093,"N",1.98278708802668e-07,"N",TRUE
10100,"N",0.422139035165342,"N",TRUE
10101,"Y",0.486201609884846,"N",FALSE
10103,"N",0.945885036089202,"Y",FALSE
10105,"Y",0.143875528714782,"N",FALSE
10107,"N",0.414784882823627,"N",TRUE
10108,"Y",0.556315572939567,"N",FALSE
10109,"Y",0.191185569867235,"N",FALSE
10110,"N",0.0655219131099046,"N",TRUE
10112,"N",0.17782809139207,"N",TRUE
10113,"Y",0.920411252373651,"Y",TRUE
10117,"Y",0.133014059612736,"N",FALSE
10119,"Y",0.670902911951604,"Y",TRUE
10121,"N",0.552473205052889,"N",TRUE
10125,"Y",0.87430151504582,"Y",TRUE
10126,"N",0.174779924658215,"N",TRUE
10127,"N",0.793132376050827,"Y",FALSE
10128,"N",0.0224678269063734,"N",TRUE
10130,"Y",0.727857286292689,"Y",TRUE
10132,"N",0.147069340688209,"N",TRUE
10133,"N",0.339562672127012,"N",TRUE
10135,"N",0.390391505075022,"N",TRUE
10140,"Y",0.940767043900825,"Y",TRUE
10141,"Y",0.284803106168197,"N",FALSE
10143,"Y",0.958445929137045,"Y",TRUE
10145,"Y",0.85995479479014,"Y",TRUE
10147,"Y",0.575598637313082,"N",FALSE
10148,"N",0.568014686425667,"N",TRUE
10150,"Y",0.858520429782352,"Y",TRUE
10151,"Y",0.622303434054894,"Y",TRUE
10152,"Y",0.955509735910991,"Y",TRUE
10154,"Y",0.142724305097306,"N",FALSE
10156,"Y",0.899194585169429,"Y",TRUE
10158,"N",0.333554112386503,"N",TRUE
10163,"N",0.194347097608444,"N",TRUE
10168,"N",0.0832106133500449,"N",TRUE
10170,"N",0.272397900893443,"N",TRUE
10171,"N",0.151919862491102,"N",TRUE
10174,"Y",0.946264871754658,"Y",TRUE
10178,"Y",0.1986879269359,"N",FALSE
10180,"Y",0.758879894479944,"Y",TRUE
10184,"N",0.717175694502146,"Y",FALSE
10186,"Y",0.875327068307995,"Y",TRUE
10187,"Y",0.783353057631932,"Y",TRUE
10189,"Y",0.750571966884394,"Y",TRUE
10190,"Y",0.877148736043308,"Y",TRUE
10191,"N",0.219278491546632,"N",TRUE
10196,"Y",0.675199660326099,"Y",TRUE
10197,"N",0.0373934114625743,"N",TRUE
10198,"Y",0.991483659086346,"Y",TRUE
10202,"Y",0.835344392933053,"Y",TRUE
10203,"Y",0.894154562972992,"Y",TRUE
10206,"N",0.16257132921753,"N",TRUE
10208,"Y",0.965416713420199,"Y",TRUE
10209,"Y",0.876212946015447,"Y",TRUE
10210,"Y",0.832725691996765,"Y",TRUE
10211,"Y",0.755228568356466,"Y",TRUE
10214,"Y",0.918331518788404,"Y",TRUE
10215,"N",0.315309413787938,"N",TRUE
10217,"N",0.501505946141007,"N",TRUE
10219,"N",0.0560104866716466,"N",TRUE
10221,"N",0.0167446764040093,"N",TRUE
10226,"Y",0.872239270275031,"Y",TRUE
10228,"Y",0.865757774761374,"Y",TRUE
10232,"N",0.105131871496964,"N",TRUE
10233,"Y",0.941669722194063,"Y",TRUE
10239,"N",0.0084678261967052,"N",TRUE
10240,"Y",0.861355777857043,"Y",TRUE
10241,"N",0.0062988884896152,"N",TRUE
10242,"Y",0.783525068536307,"Y",TRUE
10245,"Y",0.801584888200539,"Y",TRUE
10246,"N",0.34415269146752,"N",TRUE
10247,"Y",0.973256503393673,"Y",TRUE
10248,"Y",0.636960374810412,"Y",TRUE
10249,"N",0.295088152377173,"N",TRUE
10250,"Y",0.916447188436499,"Y",TRUE
10251,"Y",0.790722399907578,"Y",TRUE
10252,"N",0.497194326022904,"N",TRUE
10253,"Y",0.953515175727293,"Y",TRUE
10255,"Y",0.941217315021122,"Y",TRUE
10257,"N",0.0389556097479727,"N",TRUE
10263,"Y",0.893591921344329,"Y",TRUE
10267,"N",0.288125672231645,"N",TRUE
