UniqueID,startprice.predict.Final.glmnet
11862,168.211125416765
11863,322.88849111559
11864,311.991880559331
11865,116.410927366519
11866,272.3489350799
11867,518.909049856031
11868,181.609964269338
11869,236.986316512141
11870,239.756858018871
11871,64.6522788085036
11872,209.879170098293
11873,330.374516600328
11874,203.128156674186
11875,217.473447668877
11876,364.970734526439
11877,391.272052255689
11878,222.467829292785
11879,209.73135765042
11880,298.146029582175
11881,345.741164628993
11882,304.651709058768
11883,330.558019096991
11884,237.635877451955
11885,174.37329455109
11886,431.958100477765
11887,338.948488635518
11888,339.658315567422
11889,330.201490030672
11890,301.758412760513
11891,201.056187707749
11892,198.953458457699
11893,208.522702881555
11894,196.281846289041
11895,530.832705960829
11896,372.304585859557
11897,275.676989795202
11898,312.10858979224
11899,209.768748136625
11900,307.61751863327
11901,146.031640972621
11902,356.830666844287
11903,227.869776710979
11904,534.762187703126
11905,298.356534756495
11906,55.8381465654418
11907,378.392880928641
11908,233.212611996896
11909,317.498206921631
11910,246.135965855081
11911,129.469568468422
11912,324.327118855699
11913,33.5679404366669
11914,134.066970793929
11915,364.122099214092
11916,610.002927834407
11917,403.231582321839
11918,107.74362043933
11919,253.759280870062
11920,272.88101032687
11921,278.089102554246
11922,69.1127299567647
11923,361.587666685938
11924,192.074725207106
11925,255.300393348628
11926,266.85733706096
11927,110.722928252513
11928,300.029283837517
11929,381.032061031968
11930,94.4006570516716
11931,211.088804786398
11932,375.268806842485
11933,198.644210239425
11934,298.740329672349
11935,221.047070934918
11936,389.709923553399
11937,59.0686987049567
11938,167.223263607172
11939,238.307678649956
11940,150.356376193287
11941,190.403170772379
11942,205.664905367624
11943,386.831868950338
11944,183.424811297818
11945,78.6807966945808
11946,118.525412328331
11947,200.18744596768
11948,223.460713162171
11949,112.464397780752
11950,215.131836958073
11951,327.088823264063
11952,364.660701593391
11953,273.491661365741
11954,287.482629244166
11955,86.7459067383688
11956,95.0793806196605
11957,156.032578772068
11958,285.332345003679
11959,154.825087295008
11960,19.9153914234236
11961,29.1272613740372
11962,318.43440952345
11963,235.631236104897
11964,183.742063783806
11965,327.454289800673
11966,66.6603984275888
11967,102.396736822745
11968,316.180914710168
11969,125.486878455256
11970,88.7162696121594
11971,127.888557620744
11972,102.52726058582
11973,8.76889954571482
11974,331.014560939451
11975,15.7956850470774
11976,215.109831892738
11977,25.3184831498832
11978,158.856742243742
11979,50.4372997301997
11980,190.365257436008
11981,137.006829099251
11982,90.6614508394771
11983,120.658453145795
11984,248.834010694958
11985,95.8364184454944
11986,243.196162185201
11987,151.583299566191
11988,284.150707348291
11989,127.487868535586
11990,187.678153918461
11991,50.7505567615792
11992,224.344478264527
11993,340.067538462351
11994,448.198698973861
11995,180.502183905401
11996,78.9481756017277
11997,458.649078680621
11998,230.405573640997
11999,243.361658705334
12000,103.258193659039
12001,97.8518568338349
12002,184.287075606105
12003,111.391445191427
12004,76.8577800814215
12005,171.040609106303
12006,168.180536524853
12007,89.1042292268893
12008,203.420534448401
12009,188.097638893288
12010,145.633948017932
12011,112.915727472169
12012,263.653234228595
12013,253.435514667977
12014,307.386371733602
12015,98.2173233704443
12016,256.379284083113
12017,51.4292803295683
12018,68.4896774429028
12019,104.267341540731
12020,61.2353931719985
12021,89.4696957634988
12022,75.6243003776825
12023,52.3187232716866
12024,203.069666310496
12025,7.82007628266074
12026,160.421036276317
