UniqueID,startprice.predict.Final.glmnet
10001,191.289964866078
10004,368.674158926794
10005,130.461557484122
10008,341.513671734101
10012,115.188281094637
10016,417.003359494661
10018,283.730165473876
10020,132.576731598125
10022,186.909574574163
10023,177.166486419896
10024,276.600654689461
10025,474.023083093735
10026,273.26473337909
10028,198.79422883068
10029,278.749525275428
10033,182.499432538304
10035,351.138755221635
10036,398.357723953382
10038,132.381400817202
10039,205.940023169088
10040,199.373051594325
10042,109.392113926685
10043,225.97943171066
10044,460.011091280419
10046,487.309270525832
10047,234.46542963309
10052,243.786852428039
10053,216.581942059735
10054,120.579475259231
10055,397.524165707176
10057,202.628016511752
10058,188.685065394081
10059,203.764483851424
10060,170.276414268292
10063,156.517320272016
10065,192.684974134583
10066,265.080589206003
10067,429.96723680917
10069,219.922850769545
10071,213.742961878075
10072,210.435373246045
10077,197.309607065898
10079,230.354109605742
10082,188.424624352849
10083,213.367419431249
10084,358.070677483552
10085,218.853105665928
10087,489.795678362751
10088,210.364734388551
10093,208.071505308928
10094,196.655065880806
10096,449.569162748539
10100,210.399272071917
10102,224.202793422962
10103,72.9644683848265
10104,285.564026809482
10106,199.792481508768
10107,156.528374779925
10110,119.543729686483
10111,282.580305462788
10112,127.269754432187
10115,201.885121085712
10116,440.498521435249
10120,212.223910325512
10121,188.311162191289
10122,238.640353983598
10126,215.461470428945
10127,29.9961633603587
10128,201.756733851718
10129,158.364931702398
10132,170.25463951836
10133,221.300713608793
10135,69.2094124591704
10136,461.843711171502
10139,179.556560788703
10144,251.667091409235
10146,191.362299136482
10148,259.5623366792
10149,185.601318058444
10153,322.078306123875
10155,189.671665720336
10158,179.726238529402
10160,336.830197409938
10163,352.228403425949
10164,261.385448122846
10167,295.673946696972
10168,199.119675485587
10170,311.935606540637
10171,191.115400609569
10172,296.431538311726
10182,55.619040612934
10184,191.180348835772
10188,285.730441584328
10191,230.38896688819
10193,114.762797656343
10195,105.539600255685
10197,409.499506311664
10199,67.6866132408134
10200,201.215756937814
10204,205.65704626491
10206,201.806614099194
10207,296.015705392781
10212,285.493418998492
10215,451.350195945643
10216,183.997652083982
10217,118.810646520867
10219,272.936594608341
10221,241.825089459787
10222,207.370502783654
10229,228.743998738682
10232,327.573087392794
10235,164.464797841748
10236,336.400814910107
10239,394.910378241806
10241,78.3231608727224
10244,248.938584637943
10246,170.589762604448
10249,135.553919801682
10252,157.302550392323
10254,54.8377174892396
10257,302.359117671956
10260,263.164656637164
10261,158.469725744749
10264,87.9992169362241
10266,289.126618393752
10267,310.78315530813
10274,190.291514138888
10279,279.699956664767
10282,223.268703653117
10283,32.237728930388
10287,415.707999798467
10296,66.3469039866296
10299,104.447009374982
10302,60.9452731525882
10308,337.949389571709
10314,337.418254695688
10315,310.212870162147
10316,227.710356911588
10317,128.640376209335
10320,375.649269685418
10325,189.787841143987
10335,183.164788881403
10347,93.9382935868673
10351,65.4803153773642
10359,212.660712725536
10362,184.460613522834
10366,145.196139086091
10369,251.992432628118
10374,176.34613685987
10377,199.467715367276
10382,128.648412559551
10383,78.8307785595077
10385,189.542316007346
10386,222.202702583592
10390,189.492936301964
10404,70.2739612066502
10409,184.56074164794
10413,117.342967149193
10414,223.672325739618
10416,103.291524269033
10423,98.1411341169274
10424,190.286646645583
10426,283.379967608124
10428,379.643134735451
10429,248.898604314323
10432,163.854250379033
10433,192.765283574748
10434,152.330667640805
10440,181.860395653546
10451,193.1293549165
10455,74.9694582129286
10461,396.335302158188
10465,204.647291550431
10466,74.1297547063931
10469,200.192158480952
10471,104.141368144925
10472,102.738471568749
10473,148.080100505661
10483,230.471252473793
10485,161.279708982227
10488,64.4566997605939
10489,27.1873386812379
10491,48.5507817474781
10494,118.385499300196
10495,64.3875681730585
10498,188.402715187813
10500,220.968649769356
10503,191.51884193936
10504,92.2062483440102
10506,234.239956379931
10508,226.43368898863
10512,91.6528761350358
10513,387.871266753247
10518,220.790882829979
10520,186.194679440723
10522,219.906542017993
10523,339.078023340206
10526,14.8849564433186
10527,91.5679128249507
10528,81.8875872689765
10529,57.4994635457072
10532,119.898425341492
10537,188.04117296372
10539,209.803936030679
10541,164.23342401693
10546,316.69043513994
10547,187.924770535715
10550,305.230584723638
10554,213.200378689091
10555,307.361444432233
10559,217.043765698818
10560,207.59968890976
10563,284.598065413589
10564,46.011457568026
10565,395.439394585463
10567,73.4266576737379
10568,115.001696292857
10569,80.3369645816375
10574,199.532564121543
10575,213.168298406151
10581,24.9812768670321
10583,221.178215193649
10586,145.381645109275
10587,358.837748987361
10590,308.794211653688
10591,187.160840817641
10594,445.966361981648
10595,83.4577984806802
10596,238.132364019416
10597,240.156527850538
10601,215.491377574058
10602,67.8481780870854
10603,51.0504706813319
10605,372.416437562528
10607,135.686953784989
10609,222.947488555163
10613,365.511209237327
10614,330.060863010642
10619,228.932327583044
10622,165.983337709685
10628,102.022429339131
10629,212.609122093473
10632,191.341809581655
10637,492.573469456805
10638,125.262824274019
10643,513.419295990382
10644,416.420040309859
10645,128.375189279599
10647,437.441467467862
10648,26.7949988538017
10649,167.747579942644
10650,449.891786530089
10651,227.994928835257
10655,318.321208030208
10658,50.4536266285098
10660,333.767298501169
10663,179.925480208314
10665,137.475264698065
10667,186.733681145887
10668,495.837497711397
10671,117.281797223375
10673,67.6815685125325
10674,326.431074105091
10676,224.377547839578
10679,214.672735747907
10680,182.008532364998
10681,160.428694874568
10682,433.193694124385
10683,44.5386207004759
10687,81.1963367875849
10690,236.661398045571
10691,221.712783102844
10695,78.1670312607101
10700,243.042271959421
10705,69.8398692778204
10706,18.9489406720947
10707,208.117729434546
10709,175.582765928346
10710,264.328023963861
10711,206.362940614442
10718,211.732154726817
10719,306.961719354597
10722,105.623085294152
10724,333.006918306525
10731,232.23769599522
10733,206.631524520128
10735,124.817758911438
10737,175.905579979891
10738,311.421311749245
10739,172.602717361437
10741,122.963704267581
10742,380.165436983005
10743,23.311509968751
10744,324.324527227193
10746,260.46048034731
10747,201.598664522535
10748,285.31151621258
10751,202.189343999602
10752,164.752078669003
10760,61.7880868050291
10762,234.631784366227
10764,213.870777456606
10765,211.209654825373
10766,79.7711440163412
10767,472.437068197873
10770,249.544630331926
10771,168.562191679864
10772,133.545438942479
10774,163.477868253801
10776,200.574998529413
10777,224.133387288083
10783,304.652589988815
10785,72.8224551473184
10786,61.5136693198003
10787,269.0653116481
10788,207.359819330242
10789,185.534792795205
10791,219.325462925321
10793,318.977667660403
10800,456.483088361752
10801,39.7726387882322
10804,226.483909850555
10806,268.877668767647
10807,189.61351989327
10809,237.565511843228
10815,230.209510031767
10818,263.2614223276
10819,227.964116224025
10821,129.987229335454
10828,101.766913351142
10829,237.865309520793
10831,206.320034495533
10833,211.640368085204
10836,26.7060195877204
10839,416.815324222598
10841,-2.80185312504796
10842,100.951709079853
10845,287.823706739009
10847,279.222196414922
10849,273.149057720942
10850,224.551011998828
10851,203.765530745647
10852,325.261044397846
10856,228.459091299319
10857,132.623043588118
10862,202.873804971632
10865,475.842041911175
10867,281.299275042914
10873,207.505187507564
10874,199.0784238864
10877,244.218134710663
10878,190.112087384055
10879,59.7746734470451
10883,402.384466629052
10884,344.540628732927
10886,406.008972638845
10888,198.655589657184
10889,385.093966251065
10890,241.941552175666
10891,239.080779341625
10893,170.418849855244
10894,407.651202563334
10895,143.304332337632
10900,103.155940189527
10903,272.615756902811
10904,55.156375455627
10906,184.379307689256
10908,348.865851984926
10909,356.009811484606
10910,330.797063365842
10911,430.116493398846
10914,189.342229974313
10915,186.258652855637
10916,161.910147928363
