UniqueID,startprice.predict.Final.glmnet
10001,205.335453302311
10004,338.970994359189
10005,160.889455379964
10008,339.882991484499
10012,115.511116165268
10016,421.14950047414
10018,240.558118115581
10020,133.487891160599
10022,185.975117872061
10023,175.384163066798
10024,279.765982883289
10025,474.670121778424
10026,234.231943933365
10028,196.049940169562
10029,283.416969155365
10033,207.921940181444
10035,351.290134260774
10036,383.647731270713
10038,133.287079352642
10039,208.258234369862
10040,204.935453764326
10042,110.206127830829
10043,228.539087911648
10044,445.355313800566
10046,496.578619791313
10047,245.911517299187
10052,242.50703148274
10053,217.939763116963
10054,121.354186890284
10055,393.465583404568
10057,203.210769465488
10058,190.73298234597
10059,215.836010292989
10060,172.532872841779
10063,178.98318820236
10065,193.630611492246
10066,266.710340418871
10067,439.421645852361
10069,220.620809602331
10071,211.578794134286
10072,76.7990693204225
10077,194.685461381439
10079,224.281406967439
10082,190.465233268693
10083,243.615204345401
10084,364.736887050774
10085,212.812418698993
10087,495.992648680801
10088,207.001732688813
10093,215.636842841024
10094,196.974546193483
10096,447.620807590339
10100,210.300492695507
10102,255.912187395609
10103,70.7139064431613
10104,282.69668381269
10106,201.951877268922
10107,158.206129933568
10110,118.513562826826
10111,276.309931096223
10112,131.3722654534
10115,178.028000677951
10116,448.633284362589
10120,209.823909623457
10121,186.961750698327
10122,235.673044884306
10126,229.009191325281
10127,31.0967667550025
10128,177.88296992776
10129,159.941589594709
10132,167.32945601979
10133,219.892125062361
10135,74.8388694201757
10136,459.811621682193
10139,196.483190232811
10144,247.590378120353
10146,188.954326401073
10148,259.523539418424
10149,179.999995989255
10153,351.488548649087
10155,215.50261552134
10158,184.776973820556
10160,316.347978237982
10163,354.876782758799
10164,258.146876565031
10167,282.413176257313
10168,201.260192152623
10170,313.835648296398
10171,188.675421112243
10172,296.959296873847
10182,56.6906911286344
10184,192.054078167234
10188,282.4111857498
10191,229.195186168816
10193,121.257883165384
10195,106.870031601492
10197,410.548611040727
10199,81.4591972586979
10200,201.61543121338
10204,221.153239783966
10206,203.101366400377
10207,296.520932777696
10212,282.143436672523
10215,452.746764423138
10216,188.790026810959
10217,119.535724407112
10219,309.242817808102
10221,271.671121827132
10222,220.764715723478
10229,229.154039268294
10232,329.885513095316
10235,166.078863167854
10236,331.384562152658
10239,390.6562081766
10241,50.2556254127474
