"UniqueID","startprice","startprice.predict."
10001,159.99,154.834595919341
10002,0.99,-16.3252890973479
10003,199.99,191.157546730329
10004,235,248.367896915076
10005,199.99,284.491809450251
10006,175,180.562231860338
10007,100,128.273306420534
10008,329.99,307.387888807659
10009,0.99,18.2818197752921
10010,150,146.421381545049
10011,199.99,198.54452727723
10012,99.99,99.9244182059121
10013,20,38.4721960377398
10014,75,47.9727431625813
10015,199.99,217.033085558764
10016,344.95,370.217735854471
10017,184.5,189.86959965758
10018,209.98,209.691808294218
10019,375,360.050885629441
10020,95,76.9371431677155
10021,125,128.6050812437
10022,187.5,182.857955936614
10023,129.99,182.592457587471
10024,329.99,338.453506270803
10025,149,498.668693184341
10026,238.8,196.768306593225
10027,84.99,84.3461712785019
10028,249.99,212.766365887808
10029,309.99,252.937215078509
10030,319.95,339.225962604051
10031,185,182.953159003491
10032,90,86.871206374486
10033,299.98,320.561441730579
10034,49,69.5821726540091
10035,444.99,368.100374137554
10036,480,387.819988994087
10037,225,242.606810419444
10038,79,76.9706484761779
10039,189.85,184.606936526371
10040,159.99,204.921111073613
10041,199.99,179.327798868858
10042,115,94.7399170898619
10043,289.95,346.932257695199
10044,499.95,376.092888457855
10045,199.99,219.791143492261
10046,550,549.149004797727
10047,209.99,234.591994371703
10048,185,183.375225007574
10049,100,86.4422479683202
10050,279.99,261.500341929191
10051,614.99,591.22050257032
10052,259,218.170963889073
10053,240,190.512885067308
10054,69.99,47.5239513268405
10055,398.99,341.772080060452
10056,175,147.582361638034
10057,84.99,125.386561653851
10058,269.99,230.461314880335
10059,295,224.719945428848
10060,210,200.022343024177
10061,160,213.0973758682
10062,0.99,-21.5366735355746
10063,304.89,266.742901312826
10064,0.99,-17.2153511963963
10065,195,160.864945836715
10066,319,354.626026875896
10067,389.99,467.048197487671
10068,79.99,80.5734325369251
10069,254.99,235.990481474201
10070,115,104.947501115708
10071,159.95,219.436474714074
10072,279.99,322.110637405011
10073,99.99,91.7463995650599
10074,75,86.5447329106831
10075,135,96.2005493247388
10076,130,115.331512923109
10077,119.95,203.215592467799
10078,50,65.8128114041168
10079,269.94,232.001939499108
10080,380,422.243184819764
10081,0.99,21.1809305675974
10082,169.95,217.366494561113
10083,319.85,516.138870045268
10084,329.99,510.355829449214
10085,249.95,164.765629382864
10086,130,115.165367177099
10087,550,508.424715806471
10088,169.98,211.714085816159
10089,149.99,145.444837218145
10090,305,263.617744398355
10091,0.01,21.9898335381298
10092,450,471.850238675444
10093,194.29,224.845258864845
10094,193.15,214.63481928802
10095,62,59.0432835099985
10096,489.99,382.412663671901
10097,99,73.2820082691934
10098,45,42.1952549851369
10099,134.95,146.792961203481
10100,199.99,176.838921724452
10101,264.99,237.545345140824
10102,349,488.794730158984
10103,160,112.522421703711
10104,295,270.61736639372
10105,199,194.008342892485
10106,279.95,249.311676809757
10107,149.95,101.515055010446
10108,290,300.285848697612
10109,339.99,350.339450329225
10110,99,104.329913452336
10111,320,231.983678231461
10112,255,66.5366370653176
10113,114.99,112.383137469283
10114,250,295.191476510211
10115,250,197.956104236399
10116,549.99,520.724476745308
10117,215,211.353013594338
10118,325,312.411070755508
10119,199.99,217.764475336174
10120,250,175.458428364
10121,249.99,213.410127168503
10122,299.99,215.703640618644
10123,159.99,133.443204094206
10124,9.99,60.0071224324033
10125,125,180.814098079412
10126,344,235.275757455618
10127,100,65.895965560662
10128,250,198.131728468125
10129,175,198.408757854847
10130,100,92.1267304760505
10131,150,146.258929632953
10132,119.99,206.518233378594
10133,225,188.439245409652
10134,49.49,69.0413144949225
10135,225,137.095093641078
10136,389.99,326.395283128911
10137,255,245.435634058153
10138,25,52.4856319409803
10139,274.99,362.135175672065
10140,0.99,42.6965074355721
10141,185,155.227558774984
10142,250,225.45865566673
10143,99,132.095497086466
10144,215,262.639848230582
10145,58,26.9832833057298
10146,187.5,189.428205318586
10147,189.99,195.975198357906
10148,229,271.762508162565
10149,159.93,211.430273036126
10150,89.95,82.621842051902
10151,60,101.73108443126
10152,0.99,19.6533447423742
10153,639.99,557.630482457217
10154,40,57.5912480961186
10155,284.99,205.645850168959
10156,29.99,40.274625466427
10157,49.99,57.6151904882133
10158,139.98,175.587082940802
10159,199,219.560939090324
10160,294.99,304.80322275659
10161,499,573.370174950037
10162,50,67.0144129673701
10163,299.99,366.320800027886
10164,270,273.775390379997
10165,80,62.1872431275359
10166,0.01,29.1092733251258
10167,399.99,281.604072709548
10168,279.95,244.468198038488
10169,50,59.1425321899688
10170,329,354.40534500911
10171,187.5,189.585021808822
10172,269,359.13680140184
10173,50,51.6210291474215
10174,0.99,13.1368439886992
10175,65,70.7325816906926
10176,89.99,80.9141605305834
10177,149,177.864579674927
10178,184.95,210.608444556688
10179,99,114.855926064156
10180,225,211.781920385593
10181,200,209.410461495398
10182,100,47.9852942902641
10183,319,308.562806189788
10184,15,147.004923091608
10185,99,64.780413789378
10186,99.99,108.904354565179
10187,174.95,121.299343056634
10188,299,268.850400711201
10189,0.99,12.8196234187176
10190,50,62.6426804783021
10191,215,216.611654227639
10192,62,58.040679839461
10193,250,164.87874605388
10194,100,119.98786142776
10195,200,59.2361338334334
10196,99.99,91.6664460064554
10197,404.99,379.236014716812
10198,0.99,-4.6780111822588
10199,50,62.821852803002
10200,89.99,119.906228028018
10201,49.99,47.2758039868074
10202,100,86.0248541307604
10203,79.99,87.8212718948004
10204,309.99,240.510419975084
10205,415,447.374535008025
10206,200,162.061659158465
10207,269,355.536195558579
10208,184.99,192.661102769247
10209,50,64.215261563113
10210,165,185.531891284159
10211,25,-6.56264067101704
10212,299,268.662155289801
10213,99,66.3360594386231
10214,99,149.045024399045
10215,374.95,516.544830233143
10216,189,205.907595264139
10217,75,39.023012328417
10218,175,178.034419096705
10219,480,461.766050871449
10220,0.99,-8.0413258831067
10221,465.99,418.609963467377
10222,399.99,216.245042177898
10223,0.99,-7.24037272362207
10224,50,52.9178451952686
10225,70,77.0833599132391
10226,1,35.0887148504384
10227,299.99,259.364994795302
10228,150,185.46166017519
10229,187.99,295.931998152768
10230,42,54.4500473131378
10231,399.99,431.756166763624
10232,425,516.08581499269
10233,0.99,5.47291309288695
10234,339,353.49257751528
10235,164.99,182.123402634351
10236,319.95,317.830522542902
10237,99,74.5653139173989
10238,0.99,19.554625030229
10239,398.99,350.745815229816
10240,55,58.9504353803405
10241,99.99,54.5478555670751
10242,175,158.779363090083
10243,140,106.839410646222
10244,155,291.344744088561
10245,300,245.40565753282
10246,400,224.640812275938
10247,1,12.1612635983323
10248,89.99,110.816906629526
10249,114.94,78.1587471642882
10250,45,41.5910850519509
10251,89,99.0866215564599
10252,159.99,209.703931676922
10253,200,204.524289571743
10254,229.97,42.3788724117753
10255,0.99,2.69378133505775
10256,40,51.5295328862436
10257,499.99,376.778998956111
10258,0.99,23.6874557231341
10259,150,146.370785098886
10260,334.99,346.184036529573
10261,250,146.793002794979
10262,59.95,35.6781591522385
10263,50,75.6842248224432
10264,225,121.844507775941
10265,80,76.8991754556686
10266,320,321.68416175889
10267,335,369.882267563145
10268,200,175.700188244047
10269,100,82.2548689893768
10270,29.99,41.3521489050031
10271,75,78.8117425095224
10272,305,311.007663686369
10273,150,142.523493182645
10274,144.99,146.60371043766
10275,78,82.1299832285594
10276,19.95,8.11900702985579
10277,300,344.594008447415
10278,100,85.455525618422
10279,399,372.965020031872
10280,329.99,341.763310833134
10281,0.01,25.5309012984783
10282,199.99,225.294048259132
10283,20,55.9791636918326
10284,100,136.859919983084
10285,0.01,5.71837639728547
10286,41,10.0556992667744
10287,439.99,381.412398729106
10288,74.99,83.6802734297875
10289,250,213.734876872463
10290,50,40.7151097893453
10291,0.99,15.716139220053
10292,0.99,40.384675882453
10293,5,-0.558289329386227
10294,19.99,43.2101388694577
10295,50,54.6917563694073
10296,89.99,61.166137958629
10297,490,397.040012944428
10298,99,134.454985857103
10299,200,53.4757030614172
10300,39.99,57.8137492077471
10301,58,55.2820932281916
10302,225,114.777595807819
10303,50,46.6488435184069
10304,200,221.00532945317
10305,0.99,6.45104153543186
10306,80,39.2129185211824
10307,250,382.202466919899
10308,325,287.268609042544
10309,25,23.759978067941
10310,100,106.868683177401
10311,185,183.668463377228
10312,305,310.614900736383
10313,99.99,55.4743719844577
10314,500,246.690304660128
10315,350,369.055201644088
10316,187.99,295.140243386719
10317,109.98,108.037932727589
10318,9.99,7.47198086400258
10319,345,347.606125792391
10320,350,556.489993810628
10321,19.95,36.554246983749
10322,5,27.8085011397482
10323,100,95.5114297495193
10324,70,67.4871745065702
10325,124,146.961476915941
10326,125,135.466796839093
10327,0.99,17.6726770306763
10328,80,43.0424933533155
10329,97.5,94.7598436306657
10330,0.1,35.9234930770343
10331,100,121.26418779827
10332,375,340.335290181018
10333,20,39.1371593252109
10334,99.75,83.5863827149023
10335,250,179.898867108024
10336,70,79.0303556317448
10337,100,122.842731064548
10338,400,400.778733134723
10339,48,65.6075468854519
10340,0.99,27.2208561680828
10341,40,18.5769917422375
10342,295,295.568438235942
10343,130,133.073167535673
10344,310,244.455222223467
10345,80,93.8451366593453
10346,250,216.214161907881
10347,150,89.948113309398
10348,99.99,107.622718885204
10349,40,54.6562042489889
10350,75,69.7336897103683
10351,140,86.5713065874685
10352,50,56.3114246146309
10353,292.5,332.875929937316
10354,100,127.565680136501
10355,74,71.0071337592444
10356,134.61,104.297076026718
10357,100,88.0447737568173
10358,125,123.922902923871
10359,275,218.407803544439
10360,0.99,9.93793960571029
10361,75,70.9278362531417
10362,189.99,223.227193129011
10363,149.99,164.428964212001
10364,75,79.9141382320723
10365,1,16.1168392493641
10366,99.99,89.9409415093214
10367,199.99,182.574287298913
10368,149.99,148.410627520311
10369,339,255.431135381506
10370,99,111.500301982683
10371,0.99,18.8376018788931
10372,75,78.7075122361554
10373,120,120.419952638673
10374,185.49,140.13700057783
10375,350,350.464759876325
10376,150,150.627054061434
10377,179.96,121.377256648268
10378,242,241.530768893403
10379,9.99,19.0481537619705
10380,50,73.7644901512507
10381,389.99,363.124476093909
10382,95,74.6549347089528
10383,264.95,116.507418322899
10384,75,85.6307508016769
10385,15,156.677308863027
10386,165,236.45107492287
10387,49.99,64.2891069768862
10388,187,178.463917994788
10389,100,82.3187836853908
10390,15,155.885325471963
10391,29.99,57.2889520256903
10392,150,134.892773138441
10393,71,68.524518549997
10394,200,217.09112606383
10395,90,114.75270548837
10396,150,141.606680542973
10397,0.99,6.00949110838566
10398,0.99,102.619105042801
10399,299,288.182301025581
10400,30,30.3446474234239
10401,0.99,-0.13055337450261
10402,0.01,0.225032990761281
10403,0.99,49.9578537653445
10404,179,72.6963334236441
10405,75,65.9491539231949
10406,70,76.9591872390942
10407,99.99,109.306981292714
10408,99.99,103.608786668732
10409,175,207.658881800687
10410,400,335.452152994876
10411,150,142.686564710899
10412,90,126.869681372874
10413,120,151.68354486301
10414,280,245.166407751027
10415,33,41.3861658341804
10416,89.99,84.1211553769983
10417,115,107.267837460795
10418,130,120.229243442077
10419,9.5,31.824856892111
10420,0.99,9.86362345028484
10421,0.99,-23.3215496836524
10422,0.99,-2.56837881219339
10423,350,-11.5629559369784
10424,249.99,236.345766969418
10425,200,212.579546905551
10426,310,274.282747621586
10427,245,223.036079944672
10428,458,563.802519665113
10429,265,273.486319233682
10430,89,76.6653322676443
10431,0.99,-11.4525069273682
10432,228.59,246.058437696378
10433,249.97,196.229717338035
10434,249.99,216.67254123367
10435,250,191.708337474082
10436,500,481.67093630347
10437,100,81.7066078193575
10438,1,24.209861268883
10439,299,255.312109044177
10440,340,196.106900112567
10441,0.99,18.5593964770473
10442,9.99,71.6614612565853
10443,50,65.6269385033458
10444,25,10.592553154704
10445,99.99,116.028667832909
10446,0.01,25.8741120097753
10447,248.18,193.163233933525
10448,50,41.5703982622899
10449,200,192.620272937482
10450,0.99,17.3913209984491
10451,185,221.11671696698
10452,1.99,-0.971311703610334
10453,325,343.469646530693
10454,125,125.373600403136
10455,190,30.3190610201929
10456,150,135.677024803365
10457,125,119.701661257717
10458,229.99,167.174370846437
10459,0.99,92.3154764976306
10460,0.99,55.8056027949896
10461,400,441.157112471831
10462,199,185.449210356299
10463,40,90.7984351595462
10464,75,82.7632966125656
10465,188.99,233.47511289817
10466,99.94,114.080339322703
10467,249.98,201.654279525372
10468,299,277.100523594708
10469,225,239.75979247725
10470,19.99,35.3725477562698
10471,110,133.420663070538
10472,200,144.332655677581
10473,249,148.328392243618
10474,125,112.849021439806
10475,1,-1.91790709630377
10476,60,70.5434516018271
10477,179.99,185.909200012667
10478,5,7.71159190017211
10479,90,103.330747003889
10480,0.99,14.2020046168459
10481,50,47.6864803968782
10482,115,119.260733150346
10483,249,212.014517509032
10484,50,55.6933348515171
10485,252.99,177.278881739931
10486,1,85.8476730087961
10487,80,86.2201260626282
10488,40,108.760671450811
10489,100,104.616827770684
10490,408,479.926163272763
10491,5,55.4508134748503
10492,125,113.482363035093
10493,49.99,83.4000340931383
10494,124.95,97.0112423455135
10495,159.99,114.195812635731
10496,130,122.156899270212
10497,0.99,-0.175759139040732
10498,89.99,150.290988791047
10499,111.5,107.150516363025
10500,315,247.819110236529
10501,199.99,164.719470178836
10502,160,174.665561071122
10503,184.99,222.893335766441
10504,150,118.110015872748
10505,75,91.2349669552224
10506,200,228.184171442393
10507,118,114.095706234128
10508,199.99,208.941826899579
10509,250,216.956256843813
10510,99,114.367183724655
10511,150,153.093687816503
10512,79,90.7065030205111
10513,399.99,377.717260732684
10514,59.99,66.0970584455191
10515,210,231.593759463186
10516,92.49,52.8803480901109
10517,99,106.776311712479
10518,154,247.780225149136
10519,149.99,157.639401256026
10520,169.99,211.79281844309
10521,120,116.531746160323
10522,195,238.965423263609
10523,425,443.957285012654
10524,200,238.298617844879
10525,300,225.685512152742
10526,69,47.7936083378502
10527,300,134.604215355494
10528,149,72.5963890602154
10529,150,67.6131330103938
10530,110,118.068069641852
10531,99,84.5076077827652
10532,224.98,66.9435899851953
10533,99.99,84.7775413665553
10534,89,79.4335152180556
10535,380,282.92088940876
10536,149.99,148.292345431102
10537,14,161.72386578496
10538,120,110.978424366244
10539,149,266.970324394578
10540,99.99,104.002321720591
10541,400,113.759486561776
10542,0.01,10.9657599773697
10543,0.01,17.803209584388
10544,475,510.115644947072
10545,99,83.0633401580998
10546,394.99,352.704028079934
10547,175,161.786766943487
10548,50,53.335092096241
10549,300,303.669333796669
10550,399.99,371.616819150075
10551,9.95,26.0086161018565
10552,59,68.0004170732824
10553,50,16.9933116233966
10554,234,221.457698618326
10555,349.99,344.97148245066
10556,72,89.2717110569977
10557,170,183.857210847809
10558,0.99,39.1171972784425
10559,325,239.062226063872
10560,140,280.91169378645
10561,0.01,14.8753127483941
10562,147.59,151.914220013913
10563,399.99,320.739078253728
10564,95,26.982083310927
10565,499,412.554909091496
10566,45,36.6019023260967
10567,125,112.486591974807
10568,82.95,57.3122884554928
10569,150,104.586920456301
10570,0.99,71.0301997579897
10571,199.99,210.661004687906
10572,185,148.55290339592
10573,201.99,197.990726789144
10574,289.99,219.103221808688
10575,219.99,217.007081251417
10576,89.99,81.5183800211687
10577,279,256.462325066517
10578,150,115.081731762517
10579,0.99,34.5514191678331
10580,49.99,76.5192761377406
10581,75,49.5310627099448
10582,149.99,127.013021493271
10583,275,233.196319403503
10584,249,273.116915425162
10585,0.99,-0.513177429595612
10586,198,155.153542681207
10587,300,423.835897909751
10588,111,116.251605546806
10589,100,102.559896327034
10590,410,387.487967908698
10591,150,155.824744850832
10592,300,244.905383929242
10593,100,80.2549225873694
10594,60,488.594999245959
10595,113,33.5573536988603
10596,155,246.682285528668
10597,90,285.101606264121
10598,180,172.100277515846
10599,99.99,102.7464323257
10600,30,44.5800792597825
10601,699.95,245.603374937127
10602,275,4.46370370306269
10603,94.99,62.1795364934663
10604,0.99,44.2273317265925
10605,550,351.445815466648
10606,0.99,41.7759913880771
10607,210,97.0763263357386
10608,179,186.540328273404
10609,80,264.98186478694
10610,155,152.610384258061
10611,150,196.715059718597
10612,209,207.741093299717
10613,439.99,449.692643685816
10614,349.99,382.668060224743
10615,200,147.844807206452
10616,150,131.234829931975
10617,0.99,9.37236177810595
10618,100,108.039168172167
10619,395,238.455578267427
10620,9.99,6.51130265407414
10621,125,105.555722574996
10622,208.99,215.241884192304
10623,9.99,33.3974806089469
10624,0.01,24.2445686151523
10625,559.99,559.540279125113
10626,60,83.4564024641799
10627,39.99,35.8688189830443
10628,175,80.5698497846902
10629,229.98,237.861017601955
10630,180,180.395608403909
10631,0.01,8.1173831042438
10632,120,182.927963853986
10633,50,50.7470416391054
10634,145,129.09837273307
10635,9.95,19.9733482707482
10636,299,251.692784580839
10637,560,499.852949954611
10638,159.95,72.1260011973295
10639,49.95,50.8977225573531
10640,0.99,51.0421884240405
10641,159,208.098415755535
10642,50,53.3659743585571
10643,560,490.498803136032
10644,549.9,501.906788421797
10645,80,121.56254073096
10646,149.99,137.479091363184
10647,449.99,399.256237304121
10648,79.99,57.2788387547743
10649,227.95,186.337324917596
10650,785,591.264120536086
10651,186,267.645740655559
10652,200,205.682970091519
10653,200,234.913364964341
10654,220,206.137075828926
10655,349.95,348.733450927373
10656,225,167.024050585205
10657,0.99,0.234429910982942
10658,100,35.2741165849223
10659,0.01,0.0203912715222046
10660,329.99,280.712330822276
10661,55,51.9886247478749
10662,100,83.5988914495546
10663,250,187.026502012225
10664,180,195.626302120068
10665,127.99,230.868135889142
10666,0.01,-2.09388853737767
10667,89.99,159.267648979607
10668,469.99,214.968572767317
10669,0.99,40.1127777502288
10670,50,39.9772032907572
10671,400,37.6323302737097
10672,99.99,107.674514561651
10673,179.99,79.6139094298969
10674,222.72,225.73282439313
10675,280,314.20590069907
10676,285,240.464401006533
10677,79,104.892899830749
10678,99,122.852585492559
10679,387.45,216.897778662052
10680,239.99,195.048941268326
10681,175,209.694523850603
10682,438,511.328643521633
10683,140,48.7040042523906
10684,139.99,132.483904896313
10685,99.99,113.836567090074
10686,199,219.735054175375
10687,80,65.6903020234493
10688,0.99,3.02170671081419
10689,200,184.378351937634
10690,185,225.632085752279
10691,449.99,178.243792124195
10692,49.99,72.9045456597567
10693,259.99,260.493898684294
10694,149,154.317358837285
10695,175,78.9240201782542
10696,150,147.849584359754
10697,50,63.0363047654131
10698,1,-25.0032795876069
10699,9.99,-0.0570432907322235
10700,319.99,252.260016357281
10701,194.95,211.359256326042
10702,80,63.3573988198913
10703,218,171.948452076203
10704,0.99,34.1258584720684
10705,210,122.107061506801
10706,150,53.4343011761762
10707,429,181.529743900854
10708,0.99,15.3504477575719
10709,215.99,182.515758516903
10710,219.99,246.992287192771
10711,199.99,230.278479933342
10712,0.99,11.4906441109497
10713,9.99,-1.31354256403099
10714,112,122.204408038849
10715,89.99,111.890248428796
10716,80,103.504670213068
10717,288,290.774680791408
10718,159.95,177.443061697659
10719,319,390.71347089828
10720,10,10.2690209718108
10721,99.99,87.3518509793178
10722,244.96,75.6748458990266
10723,56,81.2489784798848
10724,340,276.620084848046
10725,129.99,115.769714930055
10726,0.99,30.1613314870383
10727,150,147.712173930257
10728,79.97,79.3208455245859
10729,0.99,32.638496002647
10730,300,281.955474055567
10731,459,200.60677084665
10732,99.99,73.0517994578884
10733,209.99,224.885250411537
10734,19.99,14.1318247561609
10735,80,66.0634051652784
10736,99.97,133.289695029407
10737,220,207.674732928697
10738,350,216.886641993959
10739,169.99,185.460274000079
10740,100,85.4841636042446
10741,199.97,52.9849420308988
10742,559.99,384.367323636513
10743,90,36.0082148607675
10744,320,333.788981559885
10745,174,208.481313803835
10746,400,421.543714883547
10747,209,208.958905713401
10748,350,150.581254526561
10749,95,35.9947498548741
10750,0.99,19.3599928852419
10751,200,167.01886676617
10752,265,183.174812905812
10753,0.99,-3.80465814783092
10754,149.99,151.148833707702
10755,199,221.238702173434
10756,125,62.8387303965409
10757,75,58.8003911720794
10758,0.99,-10.8054729613389
10759,99.99,77.1448989350652
10760,150,27.136067501443
10761,0.99,20.4923438565131
10762,449.99,120.191385827015
10763,180,209.233312346288
10764,400,237.928681308775
10765,249.99,246.042054644366
10766,199,108.94601378374
10767,614.99,371.673605272225
10768,1,41.382082387072
10769,0.99,24.76067681942
10770,260,185.105278496677
10771,265,209.968164835755
10772,129.99,79.2430889847118
10773,50,29.5572402845399
10774,266.05,126.512748089727
10775,485,450.09651724458
10776,171,246.125061471546
10777,76,264.912508820987
10778,10,38.6557425769765
10779,50,40.1380901863257
10780,129,103.923672539992
10781,0.01,14.8485265449632
10782,1,9.33112880546125
10783,350,365.53109099717
10784,50,66.9385506290606
10785,164,33.9646841596601
10786,249.95,73.8846024124175
10787,339,318.105348891385
10788,200,250.150763890852
10789,160,165.469417872362
10790,50,35.9452447020514
10791,395,167.071783890634
10792,550,460.794209413303
10793,800,470.363887293629
10794,525,439.647804597443
10795,175,153.886581509242
10796,199.99,212.206833358861
10797,349.99,398.904734076312
10798,50,48.6444293462327
10799,239.99,254.723346175722
10800,565.95,301.082547842996
10801,180,26.5633258849603
10802,0.99,-19.9673158450492
10803,630,641.968943684227
10804,89,274.122113202021
10805,399,345.526277652718
10806,232.99,318.694193005349
10807,167.38,138.838214647184
10808,65,61.7916730328068
10809,299,256.157593060935
10810,0.99,6.10662479123122
10811,160,142.928179382217
10812,346,340.645311571684
10813,0.01,6.43970184282359
10814,50,40.5027132190275
10815,299,282.639847811145
10816,0.99,17.740169259865
10817,0.99,-14.0967427463331
10818,249.99,251.68627218654
10819,175,165.730270487046
10820,0.99,24.6027949068156
10821,129.99,204.348369627053
10822,0.99,19.1962468447607
10823,239,242.698242682027
10824,250,266.713192343269
10825,150,128.02662041666
10826,75,62.1312048294305
10827,319.99,267.223731396065
10828,249.97,38.6793642724239
10829,188,293.456203000826
10830,300,335.078028454787
10831,199.99,230.821816764651
10832,160.57,145.627735223522
10833,182,249.747522123903
10834,300,247.721796585086
10835,109,93.5393228645794
10836,125,-2.94095242379909
10837,37.98,117.956158331337
10838,400,336.924090763103
10839,529.99,521.007057879208
10840,0.99,36.6762089537668
10841,79.99,64.4331337720121
10842,119.99,98.9450976958482
10843,100,119.002565451244
10844,0.99,-16.628315367963
10845,649.99,252.774639678521
10846,399.99,363.770237721211
10847,299,278.364801311801
10848,150,141.042358024034
10849,258.98,298.686935888426
10850,279.99,208.235637432372
10851,150,239.463540828652
10852,350,363.756574198175
10853,75,71.321671377739
10854,0.99,13.4643821486305
10855,0.99,16.6238104787913
10856,249.99,219.003634067291
10857,200,83.626986787484
10858,100,104.732137577684
10859,90,87.2442021785223
10860,375,316.776539480222
10861,0.99,34.9955601317095
10862,250,203.085301503719
10863,0.99,10.9196651323495
10864,185,153.469781100516
10865,579.99,329.89468281615
10866,0.99,29.2720707016336
10867,500,343.91886102997
10868,107,94.1533295955927
10869,300,231.371713861904
