"UniqueID","startprice","startprice.log","startprice.predict.All.Interact.X.glmnet","startprice.predict.All.Interact.X.glmnet.err","startprice.predict.All.X.glmnet","startprice.predict.All.X.glmnet.err","startprice.predict.All.X.no.rnorm.rf","startprice.predict.All.X.no.rnorm.rf.err","startprice.predict.Max.cor.Y.cv.0.cp.0.rpart","startprice.predict.Max.cor.Y.cv.0.cp.0.rpart.err","startprice.predict.All.Interact.X.no.rnorm.rf","startprice.predict.All.Interact.X.no.rnorm.rf.err","startprice.predict.Low.cor.X.lm","startprice.predict.Low.cor.X.lm.err","startprice.predict.All.X.bayesglm","startprice.predict.All.X.bayesglm.err","startprice.predict.All.X.lm","startprice.predict.All.X.lm.err","startprice.predict.All.X.glm","startprice.predict.All.X.glm.err","startprice.predict.Max.cor.Y.lm","startprice.predict.Max.cor.Y.lm.err","startprice.predict.Interact.High.cor.Y.lm","startprice.predict.Interact.High.cor.Y.lm.err","startprice.predict.All.Interact.X.bayesglm","startprice.predict.All.Interact.X.bayesglm.err","startprice.predict.Max.cor.Y.rpart","startprice.predict.Max.cor.Y.rpart.err","startprice.predict.All.X.no.rnorm.rpart","startprice.predict.All.X.no.rnorm.rpart.err","startprice.predict.All.Interact.X.no.rnorm.rpart","startprice.predict.All.Interact.X.no.rnorm.rpart.err","startprice.predict.Ensemble.glmnet","startprice.predict.Ensemble.glmnet.err","startprice.predict.Ensemble.glmnet.accurate"
10001,159.99,5.07511131328062,220.665698726065,60.6756987260646,190.707524898103,30.7175248981028,165.791082,5.80108199999989,160.077368421053,0.0873684210526449,162.325014666667,2.33501466666675,206.149264068099,46.1592640680995,190.841272345957,30.8512723459567,192.368579695746,32.3785796957464,192.368579695775,32.378579695775,179.192853294695,19.2028532946954,172.195029931814,12.2050299318141,230.953901656358,70.9639016563575,234.491681818182,74.5016818181818,234.491681818182,74.5016818181817,234.491681818182,74.5016818181817,157.204910496922,2.78508950307841,FALSE
10004,235,5.45958551414416,446.544301042948,211.544301042948,304.349144392506,69.3491443925063,276.38585704329,41.3858570432902,362.282380952381,127.282380952381,260.822891666667,25.8228916666668,315.636743380034,80.6367433800341,320.525462204193,85.5254622041932,322.449921671259,87.4499216712589,322.449921671266,87.4499216712662,310.074980398409,75.0749803984088,313.558443605954,78.5584436059536,546.213580223799,311.213580223799,234.491681818182,0.508318181818225,234.491681818182,0.508318181818254,234.491681818182,0.508318181818254,224.387042069532,10.6129579304684,FALSE
10005,199.99,5.298267365298,191.479146201236,8.51085379876443,215.922490694852,15.9324906948523,250.515986333333,50.5259863333335,265.393,65.403,261.722001666667,61.732001666667,217.043875767994,17.0538757679936,214.895103084529,14.905103084529,217.665849129132,17.6758491291323,217.665849129161,17.6758491291613,224.039783413588,24.0497834135884,225.842192682267,25.8521926822673,414.463944603476,214.473944603476,234.491681818182,34.5016818181818,234.491681818182,34.5016818181817,234.491681818182,34.5016818181817,295.856742031788,95.8667420317885,FALSE
10008,329.99,5.79906235097108,384.434279645408,54.4442796454077,340.578812880632,10.5888128806319,318.093068638528,11.8969313614718,362.282380952381,32.2923809523809,294.264284285714,35.7257157142857,346.438540015639,16.4485400156393,346.960716023769,16.9707160237687,347.415649955724,17.425649955724,347.415649955731,17.4256499557313,310.074980398409,19.9150196015912,313.558443605954,16.4315563940464,428.536937964997,98.5469379649967,234.491681818182,95.4983181818182,234.491681818182,95.4983181818183,234.491681818182,95.4983181818183,275.374699412904,54.6153005870959,FALSE
10012,99.99,4.60507018098776,111.209771745495,11.2197717454949,151.155221185192,51.1652211851916,112.467521815296,12.4775218152957,106.355,6.36500000000001,124.46834912482,24.4783491248196,149.733481218062,49.7434812180622,150.895167263015,50.905167263015,150.863021535534,50.8730215355339,150.863021535541,50.8730215355412,165.695221736397,65.7052217363973,170.006372807522,70.0163728075224,64.9221397933239,35.0678602066761,234.491681818182,134.501681818182,234.491681818182,134.501681818182,234.491681818182,134.501681818182,114.948264573153,14.9582645731533,FALSE
10016,344.95,5.84339947899212,425.731225914799,80.7812259147994,405.271006457515,60.3210064575146,392.31372090909,47.3637209090902,415.646666666667,70.6966666666667,362.537093333333,17.587093333333,408.534164006128,63.5841640061282,410.24886267705,65.2988626770505,410.167819288689,65.2178192886886,410.167819288696,65.2178192886959,376.972903423384,32.0229034233838,380.844275830218,35.8942758302182,447.601667532035,102.651667532035,234.491681818182,110.458318181818,234.491681818182,110.458318181818,234.491681818182,110.458318181818,354.206885256543,9.25688525654277,FALSE
10018,209.98,5.34701228808679,295.608336495442,85.6283364954421,258.114906434943,48.134906434943,225.625748666667,15.6457486666668,224.569047619048,14.5890476190476,238.041887380953,28.0618873809525,259.718116750918,49.7381167509185,286.146790897451,76.1667908974507,287.809710343769,77.8297103437688,287.809710343739,77.8297103437392,284.317666231318,74.3376662313177,278.365118701964,68.3851187019638,263.821541682856,53.8415416828563,234.491681818182,24.5116818181818,234.491681818182,24.5116818181818,234.491681818182,24.5116818181818,223.960954880197,13.9809548801969,FALSE
10020,95,4.55387689160054,136.697220471118,41.6972204711175,162.869268134839,67.8692681348389,98.7315542914862,3.73155429148622,106.355,11.355,115.294080333333,20.2940803333334,165.207045278949,70.2070452789495,165.03036687968,70.0303668796802,165.094207155664,70.0942071556635,165.094207155678,70.0942071556781,165.695221736397,70.6952217363973,170.006372807522,75.0063728075224,98.3884573315254,3.3884573315254,234.491681818182,139.491681818182,234.491681818182,139.491681818182,234.491681818182,139.491681818182,92.7770379114081,2.2229620885919,FALSE
10022,187.5,5.23377884541047,173.744127499384,13.7558725006165,182.564541280997,4.93545871900341,181.008171666666,6.4918283333335,200.699545454545,13.1995454545455,185.290472666667,2.20952733333343,164.02460846132,23.4753915386798,175.857349133099,11.6426508669012,174.256911647606,13.2430883523943,174.256911647605,13.2430883523948,203.229109966524,15.7291099665243,201.789174809229,14.2891748092289,180.873157796862,6.62684220313832,234.491681818182,46.9916818181818,234.491681818182,46.9916818181817,234.491681818182,46.9916818181817,178.755763421932,8.74423657806844,FALSE
10023,129.99,4.86745752441993,148.352056342937,18.3620563429373,143.301993498978,13.3119934989779,173.353591666667,43.3635916666665,160.077368421053,30.0873684210526,173.503241333334,43.5132413333336,144.627720533039,14.6377205330394,149.628580196465,19.6385801964654,150.347617797686,20.3576177976863,150.347617797701,20.3576177977006,179.192853294695,49.2028532946954,172.195029931814,42.2050299318141,121.753765030492,8.23623496950842,234.491681818182,104.501681818182,234.491681818182,104.501681818182,234.491681818182,104.501681818182,185.918596086636,55.9285960866357,FALSE
10024,329.99,5.79906235097108,282.052198196739,47.9378018032614,301.624046505157,28.3659534948432,311.523611571429,18.4663884285715,224.569047619048,105.420952380952,306.947986928571,23.0420130714288,298.604233764566,31.3857662354344,298.86488354984,31.1251164501595,298.883623774972,31.1063762250278,298.88362377498,31.1063762250205,198.882498875809,131.107501124191,202.564905670795,127.425094329205,243.003379598861,86.9866204011392,234.491681818182,95.4983181818182,234.491681818182,95.4983181818183,234.491681818182,95.4983181818183,329.73575071167,0.254249288329902,FALSE
10025,149,5.00394630594546,445.742082357201,296.742082357201,396.132524330839,247.132524330839,475.677827666666,326.677827666666,415.646666666667,266.646666666667,450.003476047618,301.003476047618,396.864732012407,247.864732012407,406.163159381437,257.163159381437,407.589736066387,258.589736066387,407.589736066395,258.589736066395,376.972903423384,227.972903423384,380.844275830218,231.844275830218,459.223849489252,310.223849489252,234.491681818182,85.4916818181818,234.491681818182,85.4916818181817,234.491681818182,85.4916818181817,491.333111155126,342.333111155126,FALSE
10026,238.8,5.47562638151845,182.742630242251,56.0573697577494,290.659257228076,51.8592572280759,208.585545,30.214455,224.569047619048,14.2309523809524,217.029816,21.7701839999997,330.836820434213,92.0368204342128,341.19538365222,102.39538365222,342.720495922301,103.920495922301,342.720495922301,103.920495922301,284.317666231318,45.5176662313177,278.365118701964,39.5651187019638,177.715143244168,61.0848567558317,234.491681818182,4.30831818181824,234.491681818182,4.30831818181827,234.491681818182,4.30831818181827,207.657452300891,31.1425476991086,FALSE
10028,249.99,5.52142091706223,198.141780127966,51.8482198720335,203.262952395863,46.7270476041366,200.220584333333,49.7694156666667,200.699545454545,49.2904545454545,213.464418333333,36.5255816666667,202.875154136322,47.1148458636783,199.986165732932,50.0038342670682,202.308724176397,47.6812758236032,202.308724176397,47.6812758236034,203.229109966524,46.7608900334757,201.789174809229,48.2008251907711,206.7414308984,43.2485691016004,234.491681818182,15.4983181818182,234.491681818182,15.4983181818183,234.491681818182,15.4983181818183,213.469720199594,36.5202798004061,FALSE
