"UniqueID","sold.fctr","sold.fctr.predict.Low.cor.X.glm.prob","sold.fctr.predict.Low.cor.X.glm","sold.fctr.predict.Low.cor.X.glm.accurate"
10020,"N",0.387003729940267,"N",TRUE
10038,"N",0.412781187511019,"N",TRUE
10042,"N",0.256863585686,"N",TRUE
10043,"N",0.163665128127651,"N",TRUE
10082,"N",0.347624682932398,"N",TRUE
10106,"N",0.148507884791015,"N",TRUE
10107,"N",0.546283538859692,"Y",FALSE
10110,"N",0.115207153280578,"N",TRUE
10182,"N",0.787317057746574,"Y",FALSE
10217,"N",0.439462890484479,"N",TRUE
10382,"N",0.43579870165284,"N",TRUE
10466,"N",0.167359490050418,"N",TRUE
10471,"N",0.00780095898067655,"N",TRUE
10512,"N",0.0161307922354268,"N",TRUE
10526,"N",0.591930210805868,"Y",FALSE
10568,"N",0.473200107623987,"N",TRUE
10586,"N",0.174841306104924,"N",TRUE
10645,"N",0.415642402907549,"N",TRUE
10772,"N",0.371937411583013,"N",TRUE
10801,"N",0.53665986582565,"Y",FALSE
10841,"N",0.814561992055903,"Y",FALSE
10842,"N",0.205706755225374,"N",TRUE
10941,"N",0.747806108795038,"Y",FALSE
10948,"N",0.0335824811601531,"N",TRUE
10960,"N",0.0649241506842657,"N",TRUE
11007,"N",0.187572695000105,"N",TRUE
11008,"N",0.298474058016051,"N",TRUE
11038,"N",0.491939866635359,"N",TRUE
11050,"N",0.478469236872424,"N",TRUE
11082,"N",0.490541642193403,"N",TRUE
11109,"N",0.304971439388412,"N",TRUE
11111,"N",0.426775458091701,"N",TRUE
11116,"N",0.416140102764065,"N",TRUE
11202,"N",0.00703110092149396,"N",TRUE
11207,"N",0.363602070553927,"N",TRUE
11240,"N",0.400979475122844,"N",TRUE
11280,"N",0.369064121514595,"N",TRUE
11316,"N",0.414912110612501,"N",TRUE
11401,"N",0.398759489574619,"N",TRUE
11439,"N",0.334303937591097,"N",TRUE
11527,"N",0.218697160262848,"N",TRUE
11542,"N",0.321023049402575,"N",TRUE
11545,"N",0.371559464974738,"N",TRUE
11560,"N",0.245343636350837,"N",TRUE
11575,"N",0.249821008234399,"N",TRUE
11579,"N",0.551366798747891,"Y",FALSE
11622,"N",0.763892568726922,"Y",FALSE
11696,"N",0.399212634509813,"N",TRUE
11718,"N",0.17887152856519,"N",TRUE
11724,"N",0.136434648158322,"N",TRUE
11733,"N",0.137838183044396,"N",TRUE
11803,"N",0.330557390303654,"N",TRUE
11856,"N",0.320369694571414,"N",TRUE
10001,"N",0.13406262896168,"N",TRUE
10077,"N",0.556790222339902,"Y",FALSE
10085,"N",0.330346800020725,"N",TRUE
