"UniqueID","startprice.log","startprice.log.predict.All.X.no.rnorm.rf","startprice.log.predict.All.X.no.rnorm.rf.err","startprice.log.predict.All.Interact.X.no.rnorm.rf","startprice.log.predict.All.Interact.X.no.rnorm.rf.err","startprice.log.predict.All.X.gbm","startprice.log.predict.All.X.gbm.err","startprice.log.predict.All.Interact.X.gbm","startprice.log.predict.All.Interact.X.gbm.err","startprice.log.predict.All.Interact.X.glmnet","startprice.log.predict.All.Interact.X.glmnet.err","startprice.log.predict.All.X.glmnet","startprice.log.predict.All.X.glmnet.err","startprice.log.predict.Low.cor.X.lm","startprice.log.predict.Low.cor.X.lm.err","startprice.log.predict.Interact.High.cor.Y.lm","startprice.log.predict.Interact.High.cor.Y.lm.err","startprice.log.predict.Max.cor.Y.cv.0.cp.0.rpart","startprice.log.predict.Max.cor.Y.cv.0.cp.0.rpart.err","startprice.log.predict.All.X.bayesglm","startprice.log.predict.All.X.bayesglm.err","startprice.log.predict.Max.cor.Y.rpart","startprice.log.predict.Max.cor.Y.rpart.err","startprice.log.predict.All.Interact.X.no.rnorm.rpart","startprice.log.predict.All.Interact.X.no.rnorm.rpart.err","startprice.log.predict.All.X.no.rnorm.rpart","startprice.log.predict.All.X.no.rnorm.rpart.err","startprice.log.predict.Max.cor.Y.lm","startprice.log.predict.Max.cor.Y.lm.err","startprice.log.predict.All.X.glm","startprice.log.predict.All.X.glm.err","startprice.log.predict.All.X.lm","startprice.log.predict.All.X.lm.err","startprice.log.predict.Ensemble.rf","startprice.log.predict.Ensemble.rf.err","startprice.log.predict.Ensemble.rf.accurate"
10001,5.0813422512542,5.06092303294635,0.0204192183078566,5.06182717427864,0.0195150769755612,5.0885896447722,0.00724739351799641,5.07331808928095,0.00802416197325684,5.44076461181124,0.359422360557033,5.67757902977964,0.596236778525433,6.3255518042436,1.24420955298939,5.8165748635294,0.735232612275194,5.31987164627667,0.238529395022469,6.15575734307548,1.07441509182128,5.24217956994206,0.160837318687853,5.24217956994205,0.160837318687851,5.24217956994206,0.160837318687859,5.80541693137475,0.724074680120549,6.13949057905762,1.05814832780342,6.13949057905774,1.05814832780353,5.17035571547798,0.0890134642237745,FALSE
10004,5.46383180502561,5.51974484903168,0.0559130440060649,5.43577988366747,0.0280519213581405,5.55874330778899,0.0949115027633827,5.38654093887705,0.0772908661485614,5.24428664813631,0.219545156889304,5.18094808556704,0.282883719458574,5.97548819540597,0.511656390380361,4.89418826068845,0.569643544337159,5.19511064778313,0.268721157242482,5.88949359511819,0.425661790092581,5.24217956994206,0.221652235083555,5.24217956994205,0.221652235083557,5.24217956994206,0.221652235083549,4.90094817578941,0.562883629236196,5.89666509916744,0.432833294141831,5.89666509916744,0.432833294141832,5.49352103369314,0.0296892286675323,FALSE
10005,5.30325515557766,5.39634529166999,0.0930901360923277,5.49622584914662,0.192970693568959,4.86185012073926,0.441405034838397,5.14315505832088,0.160100097256779,5.16636996174034,0.136885193837317,4.90018798854728,0.403067167030379,5.43321054427275,0.129955388695088,5.8165748635294,0.513319707951736,5.31987164627667,0.0166164906990112,5.61009581091006,0.306840655332398,5.24217956994206,0.0610755856356047,5.24217956994205,0.0610755856356064,5.24217956994206,0.0610755856355985,5.80541693137475,0.502161775797092,5.66322669442719,0.359971538849532,5.66322669442719,0.359971538849527,5.58596115568305,0.282706000105392,FALSE
10008,5.80208816344032,5.76327514787259,0.0388130155677366,5.63701686571194,0.165071297728386,6.20565383050457,0.403565667064248,5.72731317192642,0.0747749915139062,6.12392710381534,0.32183894037502,6.16678219082704,0.36469402738672,7.00994885085306,1.20786068741273,5.8165748635294,0.0144867000890718,5.31987164627667,0.482216517163653,7.07325703394597,1.27116887050565,5.24217956994206,0.559908593498269,5.24217956994205,0.559908593498271,5.24217956994206,0.559908593498263,5.80541693137475,0.00332876793442693,7.07159716403671,1.26950900059639,7.07159716403671,1.26950900059639,5.86485304241979,0.062764878979463,FALSE
10012,4.61502150203847,4.60676637700766,0.00825512503080184,4.66936232217181,0.0543408201333397,5.03660310501487,0.421581602976409,5.07270542712492,0.457683925086457,5.35202351379237,0.737002011753904,5.248418186519,0.633396684480535,5.19663330627016,0.581611804231694,5.8165748635294,1.20155336149093,5.31987164627667,0.704850144238206,5.27426059492442,0.659239092885954,5.24217956994206,0.62715806790359,5.24217956994205,0.627158067903588,5.24217956994206,0.627158067903596,5.80541693137475,1.19039542933629,5.26235154276258,0.647330040724112,5.26235154276252,0.647330040724057,4.54734185636501,0.0676796456734516,FALSE
10016,5.84629425594482,5.93036055545691,0.0840662995120889,5.82885104203891,0.0174432139059073,6.41761331825024,0.571319062305417,5.65311621569191,0.193178040252914,5.88064395624929,0.0343497003044666,5.95747450131642,0.111180245371598,6.65904454294669,0.812750287001872,4.89418826068845,0.952105995256368,5.19511064778313,0.651183608161692,6.72022931837408,0.873935062429261,5.24217956994206,0.604114686002765,5.24217956994205,0.604114686002767,5.24217956994206,0.604114686002759,4.90094817578941,0.945346080155406,6.71693027660847,0.870636020663645,6.71693027660847,0.870636020663646,5.93453749664764,0.0882432407028153,FALSE
10018,5.35176334225366,5.30611594295234,0.045647399301318,5.36684637614727,0.0150830338936103,5.18494047065657,0.166822871597094,5.25842096365479,0.0933423785988685,5.50046873047175,0.148705388218089,5.16633866953286,0.185424672720798,5.48690028478699,0.135136942533327,5.8165748635294,0.464811521275734,5.31987164627667,0.0318916959769915,5.86489878040183,0.513135438148164,5.24217956994206,0.109583772311607,5.24217956994205,0.109583772311609,5.24217956994206,0.109583772311601,5.80541693137475,0.453653589121089,5.84520437412461,0.493441031870948,5.84520437412461,0.493441031870947,5.32352720671456,0.0282361355391068,FALSE
10020,4.56434819146784,4.53611147542395,0.0282367160438897,4.6091392567124,0.0447910652445609,5.06088289575235,0.49653470428451,5.11670449476947,0.552356303301635,5.10582302838929,0.541474836921457,5.03904061810245,0.474692426634618,5.17226172065004,0.607913529182208,4.89418826068845,0.329840069220616,5.19511064778313,0.630762456315292,5.167054973555,0.602706782087159,5.24217956994206,0.677831378474219,5.24217956994205,0.677831378474218,5.24217956994206,0.677831378474226,4.90094817578941,0.336599984321579,5.17240678178166,0.608058590313829,5.17240678178161,0.608058590313775,4.51664303232997,0.0477051591378643,FALSE
10022,5.23909800688807,5.15648252782878,0.0826154790592879,5.22420077652445,0.0148972303636201,5.24278543890162,0.00368743201355937,5.19500565501858,0.0440923518694891,4.95517442991953,0.283923576968532,4.90758673083172,0.331511276056347,5.14398488601614,0.0951131208719254,4.89418826068845,0.344909746199614,5.19511064778313,0.0439873591049373,5.25409548694466,0.0149974800565937,5.24217956994206,0.00308156305398999,5.24217956994205,0.00308156305398821,5.24217956994206,0.00308156305399621,4.90094817578941,0.338149831098651,5.25834320430649,0.0192451974184253,5.25834320430637,0.019245197418309,5.23630335411703,0.00279465277103519,FALSE
10023,4.87512098440956,5.14246764576665,0.267346661357092,5.12085963287741,0.245738648467852,4.57103234270873,0.304088641700832,5.34976947845925,0.474648494049692,4.94495566341746,0.069834679007907,5.008711131777,0.13359014736744,4.5640073894304,0.311113594979158,5.8165748635294,0.941453879119839,5.31987164627667,0.444750661867114,4.6257667083426,0.249354276066962,5.24217956994206,0.367058585532498,5.24217956994205,0.367058585532496,5.24217956994206,0.367058585532504,5.80541693137475,0.930295946965194,4.59758101303455,0.27753997137501,4.59758101303454,0.277539971375012,5.26136036240323,0.386239377993672,FALSE
