UniqueID,Probability1
11862,0.225179061920072
11863,0.359530349940622
11864,0.0413894537414307
11865,0.730450980432826
11866,0.078976888645197
11867,0.100721889143172
11868,0.104034009525084
11869,0.0870301340901891
11870,0.277651529598374
11871,0.689928781627854
11872,0.038150458958578
11873,0.539402250002243
11874,0.25597663656001
11875,0.805068500819184
11876,0.393538385103121
11877,0.592412554987615
11878,0.685198424655374
11879,0.295394214160231
11880,0.268082808394935
11881,0.583149015166955
11882,0.00482182671807221
11883,0.191199843190491
11884,0.0984649510267812
11885,0.350540164219241
11886,0.12700212723068
11887,0.332517748248257
11888,0.273871729949987
11889,0.0926958896462648
11890,0.0852981055671798
11891,0.999988175016359
11892,0.176296272805813
11893,0.719186470479844
11894,0.337235684587102
11895,0.188875155152663
11896,0.078948701779617
11897,0.458533307083563
11898,0.268773601720302
11899,0.24369736919829
11900,0.161124685803838
11901,0.580011329750961
11902,0.805135316758365
11903,0.0924068918409901
11904,0.344528604012194
11905,0.00867652113265465
11906,0.903866336306511
11907,0.358950656297504
11908,0.229390288885449
11909,0.0317875481140727
11910,0.286129812491962
11911,0.144969418759481
11912,0.133490833446558
11913,0.827768305870982
11914,0.511426590295143
11915,0.371350161816786
11916,0.113696493677631
11917,0.327992668888365
11918,0.586692275153799
11919,0.190068128423494
11920,0.222463912934348
11921,1.99469738046169e-07
11922,0.530636373965573
11923,0.998983351921673
11924,0.499213317892433
11925,0.999345407229337
11926,0.0408217083086805
11927,0.767048187896923
11928,0.388339441166787
11929,0.279422775965801
11930,0.997913496771458
11931,0.259533321823633
11932,0.222501437580504
11933,0.731314731980396
11934,0.028849008787805
11935,0.38328623133957
11936,0.222956039462896
11937,0.81318347926403
11938,0.835502005081656
11939,0.0876722210827283
11940,0.666489081748491
11941,0.563387832719839
11942,0.816585847225203
11943,0.17151809886677
11944,0.479077838971207
11945,0.997899341355155
11946,0.728803943084304
11947,0.999046531890327
11948,0.170526187476233
11949,0.799040496559875
11950,0.550936503922771
11951,0.173027885923433
11952,0.263046167123079
11953,0.999467062036412
11954,0.283600600479191
11955,0.802124550315063
11956,0.997873843210533
11957,0.581984538405901
11958,0.179940476051835
11959,0.767777079661657
11960,0.81134794717019
11961,0.626048308208913
11962,0.146138643256049
11963,0.209429571579297
11964,0.291858994139947
11965,0.173080515922739
11966,0.758146677983351
11967,0.734961616910847
11968,0.797997627427362
11969,0.747221982140359
11970,0.829469168057482
11971,0.717327107760262
11972,0.7571458958736
11973,0.997613341223337
11974,0.999994616216122
11975,0.795388477207982
11976,0.623343152058271
11977,0.591456962139264
11978,0.553259791533874
11979,0.997720965322395
11980,0.760318823824435
11981,0.772034170527029
11982,0.71295859444845
11983,0.99761406550529
11984,0.846862306084935
11985,0.997887224035512
11986,0.286375120494462
11987,0.788142092611983
11988,0.143725257142026
11989,0.998512239917625
11990,0.778139674196448
11991,0.844567619606203
11992,0.595798124417894
11993,0.9972620240114
11994,0.199862246238691
11995,0.665099339015288
11996,0.644539553821304
11997,0.45447844693993
11998,0.304590903161413
11999,0.344860756904414
12000,0.736307548131826
12001,0.911359077803573
12002,0.999851838512653
12003,0.998933583679014
12004,0.849751670678803
12005,0.936022938283973
12006,0.847454481252962
12007,0.766046648489052
12008,0.264784618620501
12009,0.804364401221721
12010,0.997689045649947
12011,0.998317849142908
12012,0.610782604642418
12013,0.135754150237158
12014,0.28823671087154
12015,0.909135661677029
12016,0.371171995253026
12017,0.997717750425618
12018,0.996552566555099
12019,0.84376189209663
12020,0.747694302115209
12021,0.831138673132785
12022,0.825127769833296
12023,0.876727890495266
12024,0.0937948953950018
12025,0.980560129985217
12026,0.998845824679101
12027,0.998253876719583
12028,0.554969319875302
12029,0.724192858369302
12030,0.997201816711448
12031,0.99391716306328
12032,0.731525548025954
12033,0.713725831149278
12034,0.753242036964307
12035,0.00446094788736841
12036,0.247955430863436
12037,0.437575929878779
12038,0.0427036010226747
12039,0.753841034143427
12040,0.224260844834134
12041,0.655461636022391
12042,0.551748273939801
12043,0.270101250725087
12044,0.502726866352817
12045,0.599084070824235
12046,0.645049178823466
12047,0.203531091742554
12048,0.755589653928389
12049,0.946936414001531
12050,0.150417819656894
12051,0.857165436304163
12052,0.238811345366677
12053,0.636623762480026
12054,0.191586018723836
12055,0.999999952512078
12056,0.926529597110304
12057,0.219091947252428
12058,0.754981657834974
12059,0.255441729915694
12060,0.27676424481384
12061,0.999978619910222
12062,0.998135448858594
12063,0.539107169003301
12064,0.739449111711633
12065,0.677646868072558
12066,0.697610598481204
12067,0.831894740993696
12068,0.996373633146747
12069,0.141322982673857
12070,0.220379609675779
12071,0.236101788739348
12072,0.724719655232266
12073,0.66432542345058
12074,0.451391881630729
12075,0.518984789357923
12076,0.975002753516585
12077,0.121552208639702
12078,0.211414933169631
12079,0.776247706269646
12080,0.61162105425976
12081,0.733329357411719
12082,0.746919642355738
12083,0.836542588224082
12084,0.999987838076569
12085,0.177222913587433
12086,0.234324022586637
12087,0.999476607429196
12088,0.138885375403944
12089,0.543387650341406
12090,0.849702905177286
12091,0.990076354967492
12092,0.594760986455465
12093,0.52619871680517
12094,0.808864859381166
12095,0.219479699104596
12096,0.957637006399985
12097,0.855819328979392
12098,0.156491731729149
12099,0.50822104217476
12100,0.243360455315395
12101,0.212562226534223
12102,0.998600058135049
12103,0.0866393353565189
12104,0.272445909932015
12105,0.998462973959498
12106,0.11746172959874
12107,0.999190747474515
12108,0.554899519650832
12109,0.324640405255843
12110,0.266095006039234
12111,0.774423645296424
12112,0.576983114603328
12113,0.792595523905207
12114,0.820923966466792
12115,0.529457319018821
12116,0.734225487468391
12117,0.490173593974133
12118,0.914365548325324
12119,0.225881027086107
12120,0.304601158306484
12121,0.729927067879516
12122,0.719237121964487
12123,0.988108273648277
12124,0.892661229735086
12125,0.853096307299371
12126,0.854494936688559
12127,0.814459181154952
12128,0.185348613601997
12129,0.945956319344333
12130,0.88675518429702
12131,0.247653925618358
12132,0.610761056192187
12133,0.335523289099843
12134,0.871397237025408
12135,0.179985820295316
12136,0.714569877898684
12137,0.489781373946195
12138,0.65587864180574
12139,0.998580037621829
12140,0.58746096990857
12141,0.8203542216791
12142,0.219657928270321
12143,0.18202918837796
12144,0.20558303237101
12145,0.739468027625672
12146,0.99910245650407
12147,0.746474699279937
12148,0.178034028686016
12149,0.997312695122135
12150,0.133928963291182
12151,0.725944225394028
12152,0.991493295441569
12153,0.0817451108406542
12154,0.384478555332173
12155,0.777836019478863
12156,0.724255071437111
12157,0.62782142954544
12158,0.462269836414224
12159,0.348196269607193
12160,0.880315316177044
12161,0.73391853393294
12162,0.760520903437941
12163,0.694854731999406
12164,0.556363309421153
12165,0.320686677473643
12166,0.99901563447254
12167,0.487555393210662
12168,0.70639430992888
12169,0.796615955510539
12170,0.327509849429061
12171,0.298160388901477
12172,0.991414876767811
12173,0.998945488728407
12174,0.614384647394942
12175,0.189485046079938
12176,0.304044288719802
12177,0.987050197008736
12178,0.0708007487489328
12179,0.281654683175065
12180,0.70762606727799
12181,0.667114326961074
12182,0.777300581857306
12183,0.640484163760526
12184,0.561264698984946
12185,0.643265093859773
12186,0.513054273573713
12187,0.658603240634833
12188,0.749339827159327
12189,0.674534901733507
12190,0.879761044809293
12191,0.627117949335871
12192,0.780315670603656
12193,0.162956815022873
12194,0.260911102618019
12195,0.207066217732988
12196,0.787578348868752
12197,0.231780181638635
12198,0.122164812020468
12199,0.726620689461043
12200,0.729779120538755
12201,0.999999998601106
12202,0.145412841739486
12203,0.57557834699402
12204,0.689135622094746
12205,0.999434243171139
12206,0.743179302650131
12207,0.200093159834924
12208,0.791152422620388
12209,0.999999661155725
12210,0.0399685225580829
12211,0.172276889760001
12212,0.516140099329576
12213,0.991430322195453
12214,0.630060666218305
12215,0.999985001254593
12216,0.124694249124866
12217,0.650691549856347
12218,0.243286208358453
12219,0.485644178980703
12220,0.218406121295163
12221,0.598671599902085
12222,0.183484968372528
12223,0.142378261542433
12224,0.380164547028368
12225,0.155916755571064
12226,0.748479524964561
12227,0.930344602214246
12228,0.703532710196534
12229,0.749051229677126
12230,0.763984208097529
12231,0.705658505402249
12232,0.998206214417286
12233,0.421069473622456
12234,0.997764383892655
12235,0.30080454254485
12236,0.718412727133657
12237,0.999487554463232
12238,0.285926950781732
12239,0.587941285808357
12240,0.986989565972027
12241,0.564010403027288
12242,0.259467762483004
12243,0.322550274676915
12244,0.912532667538747
12245,0.989193910059664
12246,0.466806528378967
12247,0.132465940233447
12248,0.882610992948859
12249,0.618617659759028
12250,0.122036757142441
12251,0.209571126206674
12252,0.191534975085618
12253,0.595383705304917
12254,0.839424854939815
12255,0.109199808293783
12256,0.267089565744882
12257,0.562205813088254
12258,0.104918903600749
12259,0.188552684241279
12260,0.998667469811696
12261,0.581443868654416
12262,0.200460115511535
12263,0.996671434194736
12264,0.740552341812938
12265,0.998126559159833
12266,0.0928790098238282
12267,0.216294558899149
12268,0.616576259589776
12269,0.009322051686494
12270,0.760022373626799
12271,0.997402121691018
12272,0.639563954096894
12273,0.625809442226162
12274,0.506046968359638
12275,0.716785238237017
12276,0.0748478411378107
12277,0.224521570982168
12278,0.700545231866435
12279,0.269750155009046
12280,0.543443422587289
12281,0.245299741740768
12282,0.109251840820568
12283,0.458812118250433
12284,0.203602385681925
12285,0.610973772383873
12286,0.369035953999441
12287,0.255313379369541
12288,0.218833361499933
12289,0.504353153582315
12290,0.278818659473945
12291,0.646004585921405
12292,0.028587491517006
12293,0.14509139587688
12294,0.18134217820159
12295,0.195789576529295
12296,0.248010780885324
12297,0.642740194013872
12298,0.292222354691302
12299,0.262349433420142
12300,0.159389523044816
12301,0.0684153221208386
12302,0.137100441287857
12303,0.405373134046792
12304,0.316753922896576
12305,0.77925001262899
12306,0.148671862044083
12307,0.322607400723537
12308,0.999976919982424
