"UniqueID","startprice","startprice.log","startprice.unit9","startprice.predict.All.X.glmnet","startprice.predict.All.X.glmnet.err","startprice.predict.All.Interact.X.glmnet","startprice.predict.All.Interact.X.glmnet.err","startprice.predict.All.X.gbm","startprice.predict.All.X.gbm.err","startprice.predict.Max.cor.Y.cv.0.cp.0.rpart","startprice.predict.Max.cor.Y.cv.0.cp.0.rpart.err","startprice.predict.Low.cor.X.lm","startprice.predict.Low.cor.X.lm.err","startprice.predict.All.Interact.X.gbm","startprice.predict.All.Interact.X.gbm.err","startprice.predict.All.X.no.rnorm.rf","startprice.predict.All.X.no.rnorm.rf.err","startprice.predict.All.Interact.X.no.rnorm.rf","startprice.predict.All.Interact.X.no.rnorm.rf.err","startprice.predict.All.X.bayesglm","startprice.predict.All.X.bayesglm.err","startprice.predict.Max.cor.Y.lm","startprice.predict.Max.cor.Y.lm.err","startprice.predict.All.X.glm","startprice.predict.All.X.glm.err","startprice.predict.All.X.lm","startprice.predict.All.X.lm.err","startprice.predict.Interact.High.cor.Y.lm","startprice.predict.Interact.High.cor.Y.lm.err","startprice.predict.Max.cor.Y.rpart","startprice.predict.Max.cor.Y.rpart.err","startprice.predict.All.X.no.rnorm.rpart","startprice.predict.All.X.no.rnorm.rpart.err","startprice.predict.All.Interact.X.no.rnorm.rpart","startprice.predict.All.Interact.X.no.rnorm.rpart.err","startprice.predict.All.Interact.X.bayesglm","startprice.predict.All.Interact.X.bayesglm.err","startprice.predict.Ensemble.glmnet","startprice.predict.Ensemble.glmnet.err","startprice.predict.Ensemble.glmnet.accurate"
10001,159.99,5.07511131328062,1,199.421324278365,39.4313242783653,205.24199766219,45.2519976621904,184.694139953641,24.7041399536406,160.077368421053,0.0873684210526449,214.041802213077,54.0518022130769,175.433163363619,15.4431633636187,169.524569333334,9.53456933333351,166.534617,6.54461699999999,201.099340046907,41.109340046907,179.192853294695,19.2028532946954,201.85046154657,41.86046154657,201.85046154657,41.8604615465697,172.195029931814,12.2050299318141,234.491681818182,74.5016818181818,234.491681818182,74.5016818181817,234.491681818182,74.5016818181817,224.786388170057,64.7963881700572,162.758144079899,2.76814407989914,FALSE
10004,235,5.45958551414416,0,297.448055585025,62.4480555850254,317.328072066058,82.3280720660576,282.049247148288,47.0492471482882,362.282380952381,127.282380952381,307.919696902465,72.9196969024655,269.303234713282,34.3032347132824,279.193288539682,44.1932885396824,249.917754333333,14.9177543333335,312.397439809083,77.3974398090831,310.074980398409,75.0749803984088,314.345296925556,79.3452969255558,314.345296925552,79.3452969255522,313.558443605954,78.5584436059536,234.491681818182,0.508318181818225,234.491681818182,0.508318181818254,234.491681818182,0.508318181818254,565.131171375446,330.131171375446,238.449438475393,3.44943847539287,FALSE
10005,199.99,5.298267365298,1,224.558855366238,24.5688553662379,240.71800797167,40.7280079716697,211.455966380621,11.4659663806214,265.393,65.403,231.30767068023,31.3176706802304,205.212046631226,5.22204663122636,252.553728666667,52.563728666667,270.486426333334,70.4964263333337,228.174257232293,28.1842572322932,224.039783413588,24.0497834135884,229.122034883962,29.1320348839622,229.122034883969,29.1320348839693,225.842192682267,25.8521926822673,234.491681818182,34.5016818181818,234.491681818182,34.5016818181817,234.491681818182,34.5016818181817,441.041359866091,241.051359866091,293.483126160562,93.4931261605619,FALSE
10008,329.99,5.79906235097108,1,351.82029253471,21.8302925347103,347.30179812526,17.3117981252604,336.054653828355,6.06465382835461,362.282380952381,32.2923809523809,359.637591450689,29.6475914506892,330.50800033923,0.518000339230355,337.391128625541,7.40112862554088,314.958198714286,15.0318012857143,358.788901016993,28.798901016993,310.074980398409,19.9150196015912,358.787204729731,28.7972047297313,358.787204729728,28.7972047297276,313.558443605954,16.4315563940464,234.491681818182,95.4983181818182,234.491681818182,95.4983181818183,234.491681818182,95.4983181818183,425.075204490441,95.0852044904413,311.360826043258,18.6291739567421,FALSE
10012,99.99,4.60507018098776,1,160.117658503455,60.1276585034548,139.233706929167,39.2437069291665,167.280390288594,67.2903902885941,106.355,6.36500000000001,160.187271074403,60.1972710744029,187.470823651753,87.4808236517531,124.547047366522,24.5570473665222,123.410217060606,23.420217060606,159.891157466613,59.9011574666128,165.695221736397,65.7052217363973,159.086641558344,59.0966415583439,159.086641558333,59.096641558333,170.006372807522,70.0163728075224,234.491681818182,134.501681818182,234.491681818182,134.501681818182,234.491681818182,134.501681818182,54.9440791178024,45.0459208821976,103.793091419988,3.80309141998799,FALSE
10016,344.95,5.84339947899212,0,397.930861064129,52.9808610641292,392.244964464622,47.2949644646223,414.532409520652,69.5824095206522,415.646666666667,70.6966666666667,399.427873194638,54.4778731946378,373.122245239465,28.1722452394652,398.930532412698,53.980532412698,356.22769,11.2776899999997,401.843451108726,56.8934511087256,376.972903423384,32.0229034233838,401.992759506021,57.0427595060214,401.992759506014,57.0427595060141,380.844275830218,35.8942758302182,234.491681818182,110.458318181818,234.491681818182,110.458318181818,234.491681818182,110.458318181818,435.319821495248,90.3698214952478,352.969790405433,8.01979040543262,FALSE
10018,209.98,5.34701228808679,1,264.194299710488,54.2142997104881,297.409259973042,87.429259973042,248.525274576262,38.545274576262,224.569047619048,14.5890476190476,270.862392235305,60.882392235305,268.826967889553,58.8469678895533,230.210424333333,20.2304243333334,238.926704,28.9467040000001,291.723520766496,81.7435207664961,284.317666231318,74.3376662313177,292.858275753385,82.8782757533854,292.858275753378,82.8782757533779,278.365118701964,68.3851187019638,234.491681818182,24.5116818181818,234.491681818182,24.5116818181818,234.491681818182,24.5116818181818,356.819718567851,146.839718567851,229.183167083612,19.2031670836116,FALSE
10020,95,4.55387689160054,0,156.73717692392,61.7371769239197,163.044549774239,68.0445497742386,162.13047607514,67.1304760751404,106.355,11.355,157.49020962038,62.4902096203801,178.116546556344,83.116546556344,100.000432523809,5.00043252380945,110.541368333333,15.5413683333333,157.927268400287,62.927268400287,165.695221736397,70.6952217363973,158.14924218535,63.1492421853505,158.14924218534,63.1492421853395,170.006372807522,75.0063728075224,234.491681818182,139.491681818182,234.491681818182,139.491681818182,234.491681818182,139.491681818182,103.698553663767,8.698553663767,76.0189598856245,18.9810401143755,FALSE
10022,187.5,5.23377884541047,0,181.212660777785,6.28733922221474,178.643890680486,8.85610931951393,155.578841061563,31.9211589384371,200.699545454545,13.1995454545455,162.432068907895,25.0679310921048,157.957739819273,29.5422601807268,178.742308333333,8.75769166666672,184.660139666667,2.83986033333315,173.627703395155,13.8722966048447,203.229109966524,15.7291099665243,174.805856036802,12.6941439631977,174.805856036802,12.6941439631977,201.789174809229,14.2891748092289,234.491681818182,46.9916818181818,234.491681818182,46.9916818181817,234.491681818182,46.9916818181817,170.977065565575,16.5229344344249,187.529230361087,0.0292303610870874,FALSE
10023,129.99,4.86745752441993,1,161.118431948887,31.1284319488872,163.459447870386,33.469447870386,166.860218394371,36.8702183943709,160.077368421053,30.0873684210526,165.151007262106,35.1610072621056,159.235405662111,29.2454056621113,184.113042333333,54.1230423333335,174.344581333333,44.3545813333334,171.083740053153,41.093740053153,179.192853294695,49.2028532946954,171.106809524853,41.1168095248527,171.106809524845,41.1168095248452,172.195029931814,42.2050299318141,234.491681818182,104.501681818182,234.491681818182,104.501681818182,234.491681818182,104.501681818182,121.476039600685,8.51396039931535,187.108965095478,57.1189650954783,FALSE
10024,329.99,5.79906235097108,1,313.265458833068,16.7245411669317,275.888026396613,54.101973603387,363.548628122309,33.5586281223088,224.569047619048,105.420952380952,313.699221706561,16.2907782934389,298.790773544884,31.1992264551158,319.133491333333,10.8565086666665,304.279774174603,25.7102258253969,312.529884727,17.4601152730004,198.882498875809,131.107501124191,312.224949746319,17.7650502536806,312.224949746316,17.7650502536843,202.564905670795,127.425094329205,234.491681818182,95.4983181818182,234.491681818182,95.4983181818183,234.491681818182,95.4983181818183,280.408228813854,49.5817711861461,321.806147855798,8.18385214420186,FALSE
10025,149,5.00394630594546,1,405.847952983754,256.847952983754,425.859962793103,276.859962793103,450.887848801686,301.887848801686,415.646666666667,266.646666666667,408.847456287844,259.847456287844,403.047623001402,254.047623001402,470.907437833332,321.907437833332,438.047319999999,289.047319999999,416.291963818953,267.291963818953,376.972903423384,227.972903423384,417.394036776732,268.394036776732,417.394036776725,268.394036776725,380.844275830218,231.844275830218,234.491681818182,85.4916818181818,234.491681818182,85.4916818181817,234.491681818182,85.4916818181817,468.586674668156,319.586674668156,468.121390657499,319.121390657499,FALSE
10026,238.8,5.47562638151845,0,288.919506487581,50.1195064875812,196.448045519041,42.3519544809588,218.600009008417,20.1999909915828,224.569047619048,14.2309523809524,325.522498540777,86.7224985407771,243.302858639537,4.50285863953698,209.977755666667,28.8222443333331,213.430675666667,25.3693243333332,339.352450133666,100.552450133666,284.317666231318,45.5176662313177,341.941812812126,103.141812812126,341.941812812118,103.141812812118,278.365118701964,39.5651187019638,234.491681818182,4.30831818181824,234.491681818182,4.30831818181827,234.491681818182,4.30831818181827,218.386076762252,20.4139232377483,211.894414851075,26.905585148925,FALSE
10028,249.99,5.52142091706223,1,213.540512567932,36.449487432068,196.2154760078,53.7745239922004,184.650424827877,65.3395751721232,200.699545454545,49.2904545454545,217.634607077879,32.3553929221205,185.316463431372,64.673536568628,199.887337333334,50.1026626666665,211.914223333334,38.0757766666665,211.734217188232,38.2557828117678,203.229109966524,46.7608900334757,213.299763679701,36.6902363202995,213.2997636797,36.6902363202997,201.789174809229,48.2008251907711,234.491681818182,15.4983181818182,234.491681818182,15.4983181818183,234.491681818182,15.4983181818183,216.637301290435,33.3526987095652,219.395952890783,30.5940471092169,FALSE
