UniqueID,Probability1
11862,0.00981038472007478
11863,0.145029165898561
11864,0.504052188268226
11865,0.106815085458236
11866,0.143192043801951
11867,0.0637684519327437
11868,0.00993343379285183
11869,0.04681428873183
11870,0.063794744188216
11871,0.716826206398862
11872,0.0330951971455065
11873,0.239890336106156
11874,0.0451984374432273
11875,0.56175239887011
11876,0.494266002754984
11877,0.0632044362248496
11878,0.0676848485705249
11879,0.034353405358577
11880,0.252577026102494
11881,0.0347215681408171
11882,0.0829053122678876
11883,0.0197871669214003
11884,0.0192406072661802
11885,0
11886,0.9999
11887,0.64804763143254
11888,0.0437924418294573
11889,0.240482111306931
11890,0.408134153030128
11891,0.974647787310918
11892,0.0195717222569745
11893,0.0676848485705249
11894,0.0320261856080366
11895,0.0571575972263012
11896,0.0262821120036152
11897,0.0551764034580036
11898,0.0921106198532118
11899,0.0180063918003515
11900,0.198163187343417
11901,0.0441461131492099
11902,0.209452390868859
11903,0.0403978101534341
11904,0.137657440226607
11905,0.051582947669031
11906,0.764368571213234
11907,0.231471129592816
11908,0.553320425398983
11909,0.0403978101534341
11910,0.0363282554780032
11911,0.0184344735108765
11912,0.0855252774047547
11913,0.960723897997975
11914,0.0484860273616384
11915,0.593072116972668
11916,0.0458236437950559
11917,0.277168830836951
11918,0.0831869452677572
11919,0.0388944029703274
11920,0.394053487288651
11921,0.00648692817108421
11922,0.899070263388576
11923,0.989125919358834
11924,0.0635661893542804
11925,0.957350762538679
11926,0.660062658149408
11927,0.76844094676184
11928,0.034353405358577
11929,0.0803757532575035
11930,0.970897571463844
11931,0.596522438561642
11932,0.0373899224454239
11933,0.0578697645245748
11934,0.253416533862266
11935,0.52034423108288
11936,0.034353405358577
11937,0.986810070283837
11938,0.0529301241724176
11939,0.0226222415146596
11940,0.0493140407592209
11941,0.0599813345673839
11942,0.363534670967104
11943,0
11944,0.146400024346717
11945,0.980395483410372
11946,0.919739959230377
11947,0.976436057747335
11948,0.224502305988547
11949,0.351836008359199
11950,0.0525305232801432
11951,0.0566031874629184
11952,0.0625266471114324
11953,0.970897571463844
11954,0.0442215188816608
11955,0.969458241528058
11956,0.970897571463844
11957,0.0522087965576471
11958,0.239805338511168
11959,0.944668382674398
11960,0.357075955241832
11961,0.22750129692518
11962,0.215446377324484
11963,0.150731184168336
11964,0.0198020962515754
11965,0.0566031874629184
11966,0.659930019308954
11967,0.631302359114038
11968,0.11650961970712
11969,0.13221797290297
11970,0.131862984338476
11971,0.063846858811208
11972,0.927196673885296
11973,0.946516018505383
11974,0.987940655887768
11975,0.433040027684753
11976,0.0529443456417599
11977,0.598965162556831
11978,0.063846858811208
11979,0.951678776821396
11980,0.876717681309505
11981,0.148982589336188
11982,0.785757558384823
11983,0.973713359697868
11984,0.95093135068309
11985,0.970897571463844
11986,0.0805535513014189
11987,0.110594379835022
11988,0.165463628626957
11989,0.97080891334997
11990,0.635032824670633
11991,0.9999
11992,0.0523748037310139
11993,0.956960340908454
11994,0.578958011681811
11995,0.0284831519440278
11996,0.136431953937594
11997,0.138888882652064
11998,0.0341868988071448
11999,0.531017898543792
12000,0.631302359114038
12001,0.345444129450773
12002,0.9999
12003,0.944021886765765
12004,0.698981775902562
12005,0.60732771523392
12006,0.860118071508067
12007,0.86122393006283
12008,0.0716907976844792
12009,0.0617766036534126
12010,0.967158380704212
12011,0.967761191421513
12012,0.158073974828131
12013,0.0773233838548454
12014,0.399638651817085
12015,0.345444129450773
12016,0.116042752993115
12017,0.951678776821396
12018,0.9999
12019,0.351333344293855
12020,0.246054887661823
