"UniqueID","startprice","startprice.log","startprice.predict.All.X.no.rnorm.rf","startprice.predict.All.X.no.rnorm.rf.err","startprice.predict.All.X.no.rnorm.rf.accurate"
10001,159.99,5.07511131328062,154.020512333333,5.96948766666659,FALSE
10004,235,5.45958551414416,267.576018,32.5760180000001,FALSE
10005,199.99,5.298267365298,220.859387333334,20.8693873333336,FALSE
10008,329.99,5.79906235097108,316.951542873377,13.0384571266232,FALSE
10012,99.99,4.60507018098776,92.2591668073593,7.73083319264072,FALSE
10016,344.95,5.84339947899212,389.827691666056,44.8776916660558,FALSE
10018,209.98,5.34701228808679,234.278949666667,24.2989496666667,FALSE
10020,95,4.55387689160054,88.9661331327561,6.03386686724386,FALSE
10022,187.5,5.23377884541047,188.743132666667,1.24313266666675,FALSE
10023,129.99,4.86745752441993,159.459766,29.4697659999999,FALSE
10024,329.99,5.79906235097108,300.614992095238,29.375007904762,FALSE
10025,149,5.00394630594546,484.609864666666,335.609864666666,FALSE
10026,238.8,5.47562638151845,243.783148333333,4.98314833333336,FALSE
10028,249.99,5.52142091706223,203.743365666667,46.2466343333333,FALSE
10029,309.99,5.73654003889437,235.084047,74.9059529999999,FALSE
10033,299.98,5.70371580576721,351.284762666667,51.3047626666667,FALSE
10035,444.99,6.09805181000363,357.070891515873,87.9191084841273,FALSE
10036,480,6.17378610390194,380.696608,99.3033920000003,FALSE
10038,79,4.36944785246702,89.0523191327561,10.0523191327561,FALSE
10039,189.85,5.24623428667781,177.110112,12.739888,FALSE
10040,159.99,5.07511131328062,209.961761,49.9717610000001,FALSE
10042,115,4.74493212836325,93.0600223333334,21.9399776666666,FALSE
10043,289.95,5.66970849432245,289.238956333333,0.711043666666569,FALSE
10044,499.95,6.21450809342186,402.074341333333,97.8756586666671,FALSE
10046,550,6.30991827822652,486.917100198412,63.0828998015877,FALSE
10047,209.99,5.34705991053603,224.889826666667,14.8998266666668,FALSE
10052,259,5.55682806169954,213.116656,45.883344,FALSE
10053,240,5.48063892334199,205.380201285714,34.6197987142856,FALSE
10054,69.99,4.24835237470145,79.0516207005772,9.06162070057717,FALSE
10055,398.99,5.98893635391915,403.515868151515,4.5258681515146,FALSE
10057,84.99,4.44253360251053,149.374992587302,64.3849925873015,FALSE
10058,269.99,5.59838492127545,214.084866873377,55.9051331266233,FALSE
10059,295,5.68697535633982,214.262646,80.737354,FALSE
10060,210,5.34710753071747,188.291558333333,21.7084416666667,FALSE
10063,304.89,5.71995105581779,214.969858,89.9201419999999,FALSE
10065,195,5.27299955856375,166.184416563492,28.8155834365081,FALSE
10066,319,5.76519110278484,303.602271428571,15.3977285714287,FALSE
10067,389.99,5.96612109776931,444.073120555555,54.083120555555,FALSE
10069,254.99,5.5412243287032,232.149139333333,22.8408606666666,FALSE
10071,159.95,5.07486126639553,204.725601666667,44.7756016666668,FALSE
10072,279.99,5.63475388824576,337.124597333333,57.134597333333,FALSE
10077,119.95,4.7870749892857,196.355106,76.4051060000001,FALSE
10079,269.94,5.59819971208114,213.599899,56.3401009999999,FALSE
10082,169.95,5.13550427614213,205.863908873377,35.9139088733766,FALSE
10083,319.85,5.76785213589615,414.038023929293,94.188023929293,FALSE
10084,329.99,5.79906235097108,429.063425762626,99.0734257626258,FALSE
10085,249.95,5.52126089785958,173.154731666667,76.7952683333334,FALSE
10087,550,6.30991827822652,474.889080309523,75.1109196904766,FALSE
10088,169.98,5.13568078307048,209.874558666667,39.8945586666671,FALSE
10093,194.29,5.26935188825502,213.079296333334,18.7892963333335,FALSE
10094,193.15,5.26346708911229,205.950600333333,12.8006003333334,FALSE
10096,489.99,6.19438498273316,397.220214333333,92.769785666667,FALSE
10100,199.99,5.298267365298,194.846633238095,5.14336676190473,FALSE
10102,349,5.85507192220243,409.32882373088,60.3288237308799,FALSE
10103,160,5.07517381523383,146.63803974359,13.3619602564103,FALSE
10104,295,5.68697535633982,245.275179666667,49.7248203333332,FALSE
10106,279.95,5.6346110157949,226.389666638889,53.5603333611112,FALSE
10107,149.95,5.01030190519502,101.853121,48.096879,FALSE
10110,99,4.59511985013459,95.0233573333333,3.97664266666672,FALSE
10111,320,5.76832099579377,236.632438333334,83.3675616666665,FALSE
10112,255,5.54126354515843,78.0310935396826,176.968906460317,FALSE
10115,250,5.52146091786225,199.364146666667,50.6358533333332,FALSE
10116,549.99,6.30990009624304,483.593719555555,66.3962804444451,FALSE
10120,250,5.52146091786225,200.110191142857,49.8898088571428,FALSE
10121,249.99,5.52142091706223,213.750906,36.2390939999999,FALSE
10122,299.99,5.7037491407673,204.524188333333,95.4658116666668,FALSE
10126,344,5.8406416573734,216.912815,127.087185,FALSE
10127,100,4.60517018598809,50.3478114723698,49.6521885276302,FALSE
10128,250,5.52146091786225,199.190693666667,50.8093063333332,FALSE
10129,175,5.16478597392351,177.781106333333,2.78110633333344,FALSE
10132,119.99,4.7874084059763,185.524784333333,65.5347843333333,FALSE
10133,225,5.41610040220442,203.182873904762,21.8171260952381,FALSE
10135,225,5.41610040220442,113.984326174298,111.015673825702,FALSE
10136,389.99,5.96612109776931,388.611659333333,1.37834066666687,FALSE
10139,274.99,5.61673473336903,332.775935666667,57.7859356666666,FALSE
10144,215,5.37063802812766,234.052241333334,19.0522413333336,FALSE
10146,187.5,5.23377884541047,191.307919666667,3.80791966666666,FALSE
10148,229,5.43372200355424,263.006881666667,34.0068816666667,FALSE
10149,159.93,5.07473621950278,196.228125666667,36.2981256666667,FALSE
10153,639.99,6.46145255123165,450.604446738816,189.385553261184,FALSE
10155,284.99,5.65245409193376,255.246783,29.7432170000001,FALSE
10158,139.98,4.94149955526139,172.8782835,32.8982835,FALSE
10160,294.99,5.68694145746017,291.815446333333,3.17455366666667,FALSE
10163,299.99,5.7037491407673,355.499539174602,55.5095391746025,FALSE
10164,270,5.59842195899838,240.854199666667,29.1458003333331,FALSE
10167,399.99,5.99143954679548,287.507136380952,112.482863619048,FALSE
10168,279.95,5.6346110157949,225.559686638889,54.3903133611112,FALSE
10170,329,5.79605775076537,336.474925304834,7.4749253048339,FALSE
10171,187.5,5.23377884541047,191.308762666667,3.80876266666664,FALSE
10172,269,5.59471137960184,315.270608,46.2706079999998,FALSE
