"UniqueID","startprice","startprice.log","startprice.unit9","startprice.predict.All.X.glmnet","startprice.predict.All.X.glmnet.err","startprice.predict.All.Interact.X.glmnet","startprice.predict.All.Interact.X.glmnet.err","startprice.predict.All.Interact.X.gbm","startprice.predict.All.Interact.X.gbm.err","startprice.predict.All.X.gbm","startprice.predict.All.X.gbm.err","startprice.predict.Max.cor.Y.cv.0.cp.0.rpart","startprice.predict.Max.cor.Y.cv.0.cp.0.rpart.err","startprice.predict.All.X.no.rnorm.rf","startprice.predict.All.X.no.rnorm.rf.err","startprice.predict.Low.cor.X.lm","startprice.predict.Low.cor.X.lm.err","startprice.predict.All.Interact.X.no.rnorm.rf","startprice.predict.All.Interact.X.no.rnorm.rf.err","startprice.predict.All.X.bayesglm","startprice.predict.All.X.bayesglm.err","startprice.predict.Max.cor.Y.lm","startprice.predict.Max.cor.Y.lm.err","startprice.predict.All.X.glm","startprice.predict.All.X.glm.err","startprice.predict.All.X.lm","startprice.predict.All.X.lm.err","startprice.predict.Interact.High.cor.Y.lm","startprice.predict.Interact.High.cor.Y.lm.err","startprice.predict.Max.cor.Y.rpart","startprice.predict.Max.cor.Y.rpart.err","startprice.predict.All.X.no.rnorm.rpart","startprice.predict.All.X.no.rnorm.rpart.err","startprice.predict.All.Interact.X.no.rnorm.rpart","startprice.predict.All.Interact.X.no.rnorm.rpart.err","startprice.predict.All.Interact.X.bayesglm","startprice.predict.All.Interact.X.bayesglm.err","startprice.predict.Ensemble.glmnet","startprice.predict.Ensemble.glmnet.err","startprice.predict.Ensemble.glmnet.accurate"
10001,159.99,5.07511131328062,1,199.421324278365,39.4313242783653,205.24199766219,45.2519976621904,182.307811707791,22.3178117077905,181.737445057576,21.7474450575763,160.077368421053,0.0873684210526449,169.524569333334,9.53456933333351,214.041802213077,54.0518022130769,166.534617,6.54461699999999,201.099340046907,41.109340046907,179.192853294695,19.2028532946954,201.85046154657,41.86046154657,201.85046154657,41.8604615465697,172.195029931814,12.2050299318141,234.491681818182,74.5016818181818,234.491681818182,74.5016818181817,234.491681818182,74.5016818181817,224.786388170057,64.7963881700572,164.425085533446,4.43508553344577,FALSE
10004,235,5.45958551414416,0,297.448055585025,62.4480555850254,317.328072066058,82.3280720660576,262.8315505738,27.8315505737997,266.453353570236,31.4533535702357,362.282380952381,127.282380952381,279.193288539682,44.1932885396824,307.919696902465,72.9196969024655,249.917754333333,14.9177543333335,312.397439809083,77.3974398090831,310.074980398409,75.0749803984088,314.345296925556,79.3452969255558,314.345296925552,79.3452969255522,313.558443605954,78.5584436059536,234.491681818182,0.508318181818225,234.491681818182,0.508318181818254,234.491681818182,0.508318181818254,565.131171375446,330.131171375446,247.462508921741,12.4625089217408,FALSE
10005,199.99,5.298267365298,1,224.558855366238,24.5688553662379,240.71800797167,40.7280079716697,205.649318288289,5.65931828828937,207.881393712555,7.8913937125547,265.393,65.403,252.553728666667,52.563728666667,231.30767068023,31.3176706802304,270.486426333334,70.4964263333337,228.174257232293,28.1842572322932,224.039783413588,24.0497834135884,229.122034883962,29.1320348839622,229.122034883969,29.1320348839693,225.842192682267,25.8521926822673,234.491681818182,34.5016818181818,234.491681818182,34.5016818181817,234.491681818182,34.5016818181817,441.041359866091,241.051359866091,296.664661742715,96.6746617427148,FALSE
10008,329.99,5.79906235097108,1,351.82029253471,21.8302925347103,347.30179812526,17.3117981252604,351.166040008567,21.1760400085674,347.33962314005,17.3496231400504,362.282380952381,32.2923809523809,337.391128625541,7.40112862554088,359.637591450689,29.6475914506892,314.958198714286,15.0318012857143,358.788901016993,28.798901016993,310.074980398409,19.9150196015912,358.787204729731,28.7972047297313,358.787204729728,28.7972047297276,313.558443605954,16.4315563940464,234.491681818182,95.4983181818182,234.491681818182,95.4983181818183,234.491681818182,95.4983181818183,425.075204490441,95.0852044904413,303.717166724708,26.2728332752923,FALSE
10012,99.99,4.60507018098776,1,160.117658503455,60.1276585034548,139.233706929167,39.2437069291665,174.396410602542,74.4064106025421,177.886364119648,77.8963641196482,106.355,6.36500000000001,124.547047366522,24.5570473665222,160.187271074403,60.1972710744029,123.410217060606,23.420217060606,159.891157466613,59.9011574666128,165.695221736397,65.7052217363973,159.086641558344,59.0966415583439,159.086641558333,59.096641558333,170.006372807522,70.0163728075224,234.491681818182,134.501681818182,234.491681818182,134.501681818182,234.491681818182,134.501681818182,54.9440791178024,45.0459208821976,107.638087995094,7.64808799509355,FALSE
10016,344.95,5.84339947899212,0,397.930861064129,52.9808610641292,392.244964464622,47.2949644646223,348.167035060214,3.21703506021441,401.60061570297,56.6506157029702,415.646666666667,70.6966666666667,398.930532412698,53.980532412698,399.427873194638,54.4778731946378,356.22769,11.2776899999997,401.843451108726,56.8934511087256,376.972903423384,32.0229034233838,401.992759506021,57.0427595060214,401.992759506014,57.0427595060141,380.844275830218,35.8942758302182,234.491681818182,110.458318181818,234.491681818182,110.458318181818,234.491681818182,110.458318181818,435.319821495248,90.3698214952478,362.922273184431,17.9722731844312,FALSE
10018,209.98,5.34701228808679,1,264.194299710488,54.2142997104881,297.409259973042,87.429259973042,268.240990618663,58.2609906186628,238.541819850367,28.5618198503674,224.569047619048,14.5890476190476,230.210424333333,20.2304243333334,270.862392235305,60.882392235305,238.926704,28.9467040000001,291.723520766496,81.7435207664961,284.317666231318,74.3376662313177,292.858275753385,82.8782757533854,292.858275753378,82.8782757533779,278.365118701964,68.3851187019638,234.491681818182,24.5116818181818,234.491681818182,24.5116818181818,234.491681818182,24.5116818181818,356.819718567851,146.839718567851,234.712897434837,24.7328974348373,FALSE
10020,95,4.55387689160054,0,156.73717692392,61.7371769239197,163.044549774239,68.0445497742386,179.941912580249,84.9419125802493,175.981816334525,80.9818163345245,106.355,11.355,100.000432523809,5.00043252380945,157.49020962038,62.4902096203801,110.541368333333,15.5413683333333,157.927268400287,62.927268400287,165.695221736397,70.6952217363973,158.14924218535,63.1492421853505,158.14924218534,63.1492421853395,170.006372807522,75.0063728075224,234.491681818182,139.491681818182,234.491681818182,139.491681818182,234.491681818182,139.491681818182,103.698553663767,8.698553663767,76.3110030131715,18.6889969868285,FALSE
10022,187.5,5.23377884541047,0,181.212660777785,6.28733922221474,178.643890680486,8.85610931951393,171.83359375828,15.6664062417204,153.632508632508,33.8674913674916,200.699545454545,13.1995454545455,178.742308333333,8.75769166666672,162.432068907895,25.0679310921048,184.660139666667,2.83986033333315,173.627703395155,13.8722966048447,203.229109966524,15.7291099665243,174.805856036802,12.6941439631977,174.805856036802,12.6941439631977,201.789174809229,14.2891748092289,234.491681818182,46.9916818181818,234.491681818182,46.9916818181817,234.491681818182,46.9916818181817,170.977065565575,16.5229344344249,184.267606217787,3.23239378221322,FALSE
10023,129.99,4.86745752441993,1,161.118431948887,31.1284319488872,163.459447870386,33.469447870386,172.464992952516,42.474992952516,163.658700647462,33.6687006474621,160.077368421053,30.0873684210526,184.113042333333,54.1230423333335,165.151007262106,35.1610072621056,174.344581333333,44.3545813333334,171.083740053153,41.093740053153,179.192853294695,49.2028532946954,171.106809524853,41.1168095248527,171.106809524845,41.1168095248452,172.195029931814,42.2050299318141,234.491681818182,104.501681818182,234.491681818182,104.501681818182,234.491681818182,104.501681818182,121.476039600685,8.51396039931535,185.610536839884,55.6205368398837,FALSE
10024,329.99,5.79906235097108,1,313.265458833068,16.7245411669317,275.888026396613,54.101973603387,295.269047993306,34.7209520066936,342.766511567909,12.7765115679086,224.569047619048,105.420952380952,319.133491333333,10.8565086666665,313.699221706561,16.2907782934389,304.279774174603,25.7102258253969,312.529884727,17.4601152730004,198.882498875809,131.107501124191,312.224949746319,17.7650502536806,312.224949746316,17.7650502536843,202.564905670795,127.425094329205,234.491681818182,95.4983181818182,234.491681818182,95.4983181818183,234.491681818182,95.4983181818183,280.408228813854,49.5817711861461,328.433811965663,1.5561880343372,FALSE
10025,149,5.00394630594546,1,405.847952983754,256.847952983754,425.859962793103,276.859962793103,360.144584397229,211.144584397229,418.999238250056,269.999238250056,415.646666666667,266.646666666667,470.907437833332,321.907437833332,408.847456287844,259.847456287844,438.047319999999,289.047319999999,416.291963818953,267.291963818953,376.972903423384,227.972903423384,417.394036776732,268.394036776732,417.394036776725,268.394036776725,380.844275830218,231.844275830218,234.491681818182,85.4916818181818,234.491681818182,85.4916818181817,234.491681818182,85.4916818181817,468.586674668156,319.586674668156,484.353917486783,335.353917486783,FALSE
10026,238.8,5.47562638151845,0,288.919506487581,50.1195064875812,196.448045519041,42.3519544809588,252.720587544786,13.9205875447859,217.818044855148,20.9819551448522,224.569047619048,14.2309523809524,209.977755666667,28.8222443333331,325.522498540777,86.7224985407771,213.430675666667,25.3693243333332,339.352450133666,100.552450133666,284.317666231318,45.5176662313177,341.941812812126,103.141812812126,341.941812812118,103.141812812118,278.365118701964,39.5651187019638,234.491681818182,4.30831818181824,234.491681818182,4.30831818181827,234.491681818182,4.30831818181827,218.386076762252,20.4139232377483,214.591216855701,24.2087831442987,FALSE
10028,249.99,5.52142091706223,1,213.540512567932,36.449487432068,196.2154760078,53.7745239922004,194.095467069522,55.8945329304783,193.137584779006,56.8524152209939,200.699545454545,49.2904545454545,199.887337333334,50.1026626666665,217.634607077879,32.3553929221205,211.914223333334,38.0757766666665,211.734217188232,38.2557828117678,203.229109966524,46.7608900334757,213.299763679701,36.6902363202995,213.2997636797,36.6902363202997,201.789174809229,48.2008251907711,234.491681818182,15.4983181818182,234.491681818182,15.4983181818183,234.491681818182,15.4983181818183,216.637301290435,33.3526987095652,216.939486597636,33.0505134023644,FALSE
10029,309.99,5.73654003889437,1,250.85976700319,59.1302329968104,192.675414199425,117.314585800575,258.626890346736,51.363109653264,270.630790790723,39.359209209277,200.699545454545,109.290454545455,241.342858,68.6471419999999,261.685269674287,48.3047303257134,226.509237666667,83.4807623333331,216.344946705401,93.6450532945987,203.229109966524,106.760890033476,208.799615040596,101.190384959404,208.799615040595,101.190384959405,201.789174809229,108.200825190771,234.491681818182,75.4983181818182,234.491681818182,75.4983181818183,234.491681818182,75.4983181818183,144.377951655276,165.612048344724,227.372519988494,82.6174800115059,FALSE
10033,299.98,5.70371580576721,1,264.719375338942,35.2606246610581,161.457560944923,138.522439055077,272.304767099305,27.6752329006951,274.797458098312,25.1825419016881,358.543,58.563,294.273633000001,5.70636699999949,271.463549292223,28.5164507077772,266.954331333334,33.0256686666665,270.842461275503,29.1375387244973,282.43096313769,17.5490368623096,270.478650766894,29.5013492331058,270.478650766887,29.5013492331133,274.621627970815,25.3583720291854,234.491681818182,65.4883181818182,234.491681818182,65.4883181818183,234.491681818182,65.4883181818183,45.0451311668551,254.934868833145,257.771978531971,42.2080214680288,FALSE
10035,444.99,6.09805181000363,0,312.62929384695,132.36070615305,321.913251110474,123.076748889526,291.415218923137,153.574781076863,302.225522295848,142.764477704152,415.646666666667,29.3433333333334,367.936254857143,77.0537451428574,315.611362274926,129.378637725074,352.397061666666,92.5929383333337,317.794664039041,127.195335960959,376.972903423384,68.0170965766163,318.535514656558,126.454485343442,318.535514656551,126.454485343449,380.844275830218,64.1457241697818,234.491681818182,210.498318181818,234.491681818182,210.498318181818,234.491681818182,210.498318181818,367.233927009248,77.7560729907515,371.581894316982,73.4081056830178,FALSE
10036,480,6.17378610390194,0,280.116698954969,199.883301045031,366.839722721403,113.160277278597,233.681030024525,246.318969975475,284.820305196107,195.179694803893,358.543,121.457,359.246566666667,120.753433333333,245.639339971554,234.360660028446,375.580309333333,104.419690666667,244.142779822158,235.857220177842,282.43096313769,197.56903686231,239.731915799804,240.268084200196,239.731915799797,240.268084200203,274.621627970815,205.378372029185,234.491681818182,245.508318181818,234.491681818182,245.508318181818,234.491681818182,245.508318181818,527.766970781331,47.7669707813305,412.997601479994,67.0023985200061,FALSE
10038,79,4.36944785246702,1,174.637268890725,95.6372688907253,153.313539859831,74.3135398598309,194.876134198617,115.876134198617,195.674181396841,116.674181396841,106.355,27.355,104.277859285714,25.2778592857141,179.754439102696,100.754439102696,113.177673,34.1776729999999,178.121449730585,99.1214497305848,165.695221736397,86.6952217363973,177.798327403552,98.7983274035515,177.798327403541,98.7983274035406,170.006372807522,91.0063728075224,234.491681818182,155.491681818182,234.491681818182,155.491681818182,234.491681818182,155.491681818182,88.6787634897508,9.67876348975082,77.0616468819254,1.93835311807459,FALSE
