"UniqueID","sold.fctr","sold.fctr.predict.Low.cor.X.glm.prob","sold.fctr.predict.Low.cor.X.glm","sold.fctr.predict.Low.cor.X.glm.accurate"
10020,"N",0.325099138956392,"N",TRUE
10038,"N",0.36374443175274,"N",TRUE
10042,"N",0.223002547896833,"N",TRUE
10043,"N",0.124003756014035,"N",TRUE
10082,"N",0.202799857272049,"N",TRUE
10106,"N",0.119490542527387,"N",TRUE
10107,"N",0.341329084306077,"N",TRUE
10110,"N",0.0525603587962146,"N",TRUE
10182,"N",0.716481926199495,"Y",FALSE
10217,"N",0.441754512952374,"N",TRUE
10382,"N",0.362576362102437,"N",TRUE
10466,"N",0.0291643241673228,"N",TRUE
10471,"N",0.00110983772738638,"N",TRUE
10512,"N",0.404037422217337,"N",TRUE
10526,"N",0.555387510018698,"Y",FALSE
10568,"N",0.455134803984169,"N",TRUE
10586,"N",0.238162674568831,"N",TRUE
10645,"N",0.372830953608364,"N",TRUE
10772,"N",0.27707778848018,"N",TRUE
10801,"N",0.554520128365227,"Y",FALSE
10841,"N",0.792171327132231,"Y",FALSE
10842,"N",0.183447163354513,"N",TRUE
10941,"N",0.773559540014403,"Y",FALSE
10948,"N",0.00525518096248332,"N",TRUE
10960,"N",0.238346749182458,"N",TRUE
11007,"N",0.194963915691352,"N",TRUE
11008,"N",0.231410848250253,"N",TRUE
11038,"N",0.438466709926691,"N",TRUE
11050,"N",0.438619097170151,"N",TRUE
11082,"N",0.354021012849441,"N",TRUE
11109,"N",0.305441489561165,"N",TRUE
11111,"N",0.389958982407053,"N",TRUE
11116,"N",0.43985679233883,"N",TRUE
11202,"N",0.00102187940296204,"N",TRUE
11207,"N",0.177838897420821,"N",TRUE
11240,"N",0.323652603496705,"N",TRUE
11280,"N",0.334601383308293,"N",TRUE
11316,"N",0.304602182691145,"N",TRUE
11401,"N",0.286595303131666,"N",TRUE
11439,"N",0.330079042622888,"N",TRUE
11527,"N",0.213993018316289,"N",TRUE
11542,"N",0.25537064279244,"N",TRUE
11545,"N",0.346238568098625,"N",TRUE
11560,"N",0.255381216886811,"N",TRUE
11575,"N",0.225740219604095,"N",TRUE
11579,"N",0.485763707556934,"N",TRUE
11622,"N",0.835650035197137,"Y",FALSE
11696,"N",0.423169008950375,"N",TRUE
11718,"N",0.160469404532714,"N",TRUE
11724,"N",0.155000118330568,"N",TRUE
11733,"N",0.110989827836117,"N",TRUE
11803,"N",0.228809213365556,"N",TRUE
11856,"N",0.468449911217713,"N",TRUE
10001,"N",0.0819292609907735,"N",TRUE
10077,"N",0.472575375717528,"N",TRUE
10085,"N",0.360216876015668,"N",TRUE
10132,"N",0.469481723219686,"N",TRUE
10149,"N",0.189443923859485,"N",TRUE
10158,"N",0.557614687053432,"Y",FALSE
10184,"N",0.912610859982953,"Y",FALSE
10191,"N",0.28771983626323,"N",TRUE
10216,"N",0.453102279246761,"N",TRUE
10235,"N",0.305866113880021,"N",TRUE
10252,"N",0.30970124185981,"N",TRUE
10274,"N",0.392185766192347,"N",TRUE
10351,"N",0.755799563541342,"Y",FALSE
10409,"N",0.231382166417395,"N",TRUE
10432,"N",2.35802053588111e-07,"N",TRUE
10440,"N",0.241089148426844,"N",TRUE
10500,"N",0.175645330208009,"N",TRUE
10503,"N",0.179763398379368,"N",TRUE
10504,"N",0.71772378685972,"Y",FALSE
10518,"N",0.352872915346411,"N",TRUE
10539,"N",0.485833700387294,"N",TRUE
10560,"N",0.450344287493615,"N",TRUE
10567,"N",0.792288817806073,"Y",FALSE
10596,"N",0.158745693408743,"N",TRUE
10665,"N",0.002409203249366,"N",TRUE
10673,"N",0.710013440775113,"Y",FALSE
10681,"N",0.408508593452425,"N",TRUE
10683,"N",0.796244503308463,"Y",FALSE
10709,"N",0.288542020077234,"N",TRUE
10739,"N",0.481686432130043,"N",TRUE
10751,"N",0.314877704970333,"N",TRUE
10785,"N",0.676302895680799,"Y",FALSE
10821,"N",0.011249358832153,"N",TRUE
10828,"N",0.439009107087056,"N",TRUE
10836,"N",0.763972866123396,"Y",FALSE
10888,"N",0.119389773183041,"N",TRUE
10904,"N",0.642002447698468,"Y",FALSE
10917,"N",0.735116246546261,"Y",FALSE
10928,"N",0.367742778146257,"N",TRUE
10964,"N",0.253071682842105,"N",TRUE
10992,"N",0.663643347457285,"Y",FALSE
10994,"N",0.331487908056513,"N",TRUE
11002,"N",0.332064667179428,"N",TRUE
11004,"N",0.877670624570203,"Y",FALSE
11032,"N",0.273547886929453,"N",TRUE
11044,"N",0.408937588640665,"N",TRUE
11048,"N",0.358831681274223,"N",TRUE
11051,"N",0.267318473465698,"N",TRUE
11068,"N",0.191643344739141,"N",TRUE
11069,"N",0.260089895128586,"N",TRUE
11081,"N",0.369219901853645,"N",TRUE
11091,"N",0.240608081615813,"N",TRUE
11139,"N",0.800979007331811,"Y",FALSE
11198,"N",0.120139122725939,"N",TRUE
11228,"N",0.168895824354715,"N",TRUE
11242,"N",0.126301605800626,"N",TRUE
11257,"N",0.307851056778687,"N",TRUE
11261,"N",0.426838893474557,"N",TRUE
11275,"N",0.454233297041034,"N",TRUE
11303,"N",0.00552711217423446,"N",TRUE
11320,"N",0.260433046447051,"N",TRUE
11322,"N",0.0121405121538591,"N",TRUE
11349,"N",0.661193552147971,"Y",FALSE
11352,"N",0.149657348890951,"N",TRUE
11365,"N",0.237282428905144,"N",TRUE
11380,"N",0.376941474391988,"N",TRUE
11390,"N",0.292966157343502,"N",TRUE
11410,"N",0.161236823716052,"N",TRUE
11415,"N",0.351641915412552,"N",TRUE
11432,"N",0.135390344061903,"N",TRUE
11451,"N",0.64694103791363,"Y",FALSE
11468,"N",0.265851505438382,"N",TRUE
11471,"N",0.99939053613836,"Y",FALSE
11502,"N",0.342692084182597,"N",TRUE
11551,"N",0.21503047785672,"N",TRUE
11559,"N",0.0910423991386107,"N",TRUE
11614,"N",0.408069210981289,"N",TRUE
11640,"N",0.151022765043356,"N",TRUE
11644,"N",0.782872791486185,"Y",FALSE
11659,"N",0.467648456170513,"N",TRUE
11673,"N",0.43048777771536,"N",TRUE
11675,"N",0.114953672815204,"N",TRUE
11698,"N",0.375520256022056,"N",TRUE
11747,"N",0.288514151363446,"N",TRUE
11749,"N",0.404115426949807,"N",TRUE
11751,"N",0.281668026355267,"N",TRUE
11756,"N",0.317536152267644,"N",TRUE
11770,"N",0.254335673918079,"N",TRUE
11780,"N",0.129545821719117,"N",TRUE
11788,"N",0.183847552484001,"N",TRUE
11847,"N",0.0232016267553274,"N",TRUE
11849,"N",0.0492358019168776,"N",TRUE
10047,"N",0.323363435660695,"N",TRUE
10111,"N",0.169801267220652,"N",TRUE
10133,"N",0.305160230252723,"N",TRUE
10164,"N",0.226739305179039,"N",TRUE
10195,"N",0.70236907123088,"Y",FALSE
10204,"N",0.34911729857312,"N",TRUE
10241,"N",0.464077715567897,"N",TRUE
10299,"N",0.704956260171831,"Y",FALSE
10369,"N",0.0840759134417994,"N",TRUE
10423,"N",0.538441915390115,"Y",FALSE
10424,"N",0.10489361876418,"N",TRUE
10426,"N",0.23530681370604,"N",TRUE
10429,"N",0.366238871581697,"N",TRUE
10455,"N",0.740064509532968,"Y",FALSE
10472,"N",0.703001906544263,"Y",FALSE
10489,"N",0.148060817334366,"N",TRUE
10527,"N",0.301199035139031,"N",TRUE
10554,"N",0.181680976119078,"N",TRUE
10559,"N",0.141265997670434,"N",TRUE
10574,"N",0.209374850195856,"N",TRUE
10583,"N",0.0639913537429406,"N",TRUE
10700,"N",0.251454716938077,"N",TRUE
10722,"N",0.603837095041244,"Y",FALSE
10733,"N",0.359167912504838,"N",TRUE
10747,"N",0.364246313886517,"N",TRUE
10765,"N",0.207211163939614,"N",TRUE
10766,"N",0.703456019840895,"Y",FALSE
10771,"N",0.0117646441885911,"N",TRUE
10788,"N",0.31838309046567,"N",TRUE
10809,"N",0.202492893511107,"N",TRUE
10850,"N",0.725070128671024,"Y",FALSE
10862,"N",0.279693991837939,"N",TRUE
10873,"N",0.40895544671812,"N",TRUE
10874,"N",0.323799643587141,"N",TRUE
10891,"N",0.164910296875979,"N",TRUE
10940,"N",0.296172124360394,"N",TRUE
10981,"N",0.309288504687013,"N",TRUE
11018,"N",0.289273960480319,"N",TRUE
11063,"N",0.397452772798011,"N",TRUE
11079,"N",0.22148155390908,"N",TRUE
11133,"N",0.076131897888829,"N",TRUE
11137,"N",0.28013752481699,"N",TRUE
11148,"N",0.0555099208570867,"N",TRUE
11149,"N",0.288284957719105,"N",TRUE
11160,"N",0.115081288799361,"N",TRUE
11191,"N",0.108071823431897,"N",TRUE
11208,"N",0.000978137171117893,"N",TRUE
11229,"N",0.164006379365589,"N",TRUE
11273,"N",0.180502042170371,"N",TRUE
11287,"N",4.86095544938201e-11,"N",TRUE
11298,"N",0.201083498451023,"N",TRUE
11301,"N",0.101606371349511,"N",TRUE
11304,"N",0.399928016075939,"N",TRUE
11318,"N",0.31305220963729,"N",TRUE
11333,"N",0.246264554333494,"N",TRUE
11358,"N",0.135112841428353,"N",TRUE
11360,"N",0.603592644568028,"Y",FALSE
11381,"N",0.000958254663879546,"N",TRUE
11391,"N",0.97959034045779,"Y",FALSE
11402,"N",0.163798269654431,"N",TRUE
11495,"N",0.243879248625989,"N",TRUE
11572,"N",0.197765911880879,"N",TRUE
11643,"N",0.142567780935878,"N",TRUE
11692,"N",0.224811178132341,"N",TRUE
11693,"N",0.465427840798157,"N",TRUE
11713,"N",0.597984309122948,"Y",FALSE
11739,"N",0.149873598212887,"N",TRUE
11745,"N",0.422256375958246,"N",TRUE
11746,"N",0.647295601682079,"Y",FALSE
11774,"N",0.344942048885601,"N",TRUE
11813,"N",0.278535391905594,"N",TRUE
11825,"N",0.123640484781132,"N",TRUE
11851,"N",0.429200190033826,"N",TRUE
10016,"N",0.327148379170767,"N",TRUE
10035,"N",0.269153661094513,"N",TRUE
10055,"N",0.0197309169491829,"N",TRUE
10067,"N",0.321053414004054,"N",TRUE
10072,"N",0.570327899798679,"Y",FALSE
10083,"N",0.115346073116947,"N",TRUE
10087,"N",0.173552694989038,"N",TRUE
10096,"N",0.268034708133672,"N",TRUE
10160,"N",0.172417200425768,"N",TRUE
10219,"N",0.12922141430723,"N",TRUE
10239,"N",0.0189225084715219,"N",TRUE
10266,"N",0.346584339065395,"N",TRUE
10279,"N",0.0106444649822192,"N",TRUE
10523,"N",0.257684626921742,"N",TRUE
10541,"N",0.687077361120238,"Y",FALSE
10563,"N",0.282594912843628,"N",TRUE
10594,"N",0.767408318788635,"Y",FALSE
10605,"N",0.152003047939726,"N",TRUE
10643,"N",0.163839110105356,"N",TRUE
10655,"N",0.0993516813992943,"N",TRUE
10682,"N",0.194624003421408,"N",TRUE
10731,"N",0.593447138745145,"Y",FALSE
10738,"N",0.702444687195314,"Y",FALSE
10884,"N",0.311795459975117,"N",TRUE
10889,"N",0.241691292568876,"N",TRUE
10908,"N",0.328118312276386,"N",TRUE
10938,"N",0.819352981692984,"Y",FALSE
10953,"N",0.246964265177157,"N",TRUE
10956,"N",0.42802802063247,"N",TRUE
10982,"N",0.063160275903146,"N",TRUE
11035,"N",0.225397926379119,"N",TRUE
11040,"N",0.312962885808637,"N",TRUE
11058,"N",0.254966627705988,"N",TRUE
11065,"N",0.577009752371547,"Y",FALSE
11073,"N",0.168201940634417,"N",TRUE
11094,"N",0.225711911284175,"N",TRUE
11095,"N",0.472612411165143,"N",TRUE
11110,"N",0.232276207981091,"N",TRUE
11118,"N",0.153070394065857,"N",TRUE
11140,"N",0.15340837364636,"N",TRUE
11141,"N",0.197501778578079,"N",TRUE
11143,"N",0.00749300490472086,"N",TRUE
11154,"N",0.337722120276206,"N",TRUE
11156,"N",0.662471491144592,"Y",FALSE
11182,"N",0.0791749532282669,"N",TRUE
11183,"N",7.85062340054034e-08,"N",TRUE
11192,"N",0.215222277073908,"N",TRUE
11197,"N",0.0335445465208697,"N",TRUE
11205,"N",0.210106260028985,"N",TRUE
11214,"N",0.0720630951067032,"N",TRUE
11221,"N",0.640894863265126,"Y",FALSE
11224,"N",0.0760061623322078,"N",TRUE
11252,"N",0.134456069210108,"N",TRUE
11253,"N",0.1354111104968,"N",TRUE
11255,"N",0.15568622702002,"N",TRUE
11268,"N",0.216321615064355,"N",TRUE
11270,"N",0.0453186449667935,"N",TRUE
11299,"N",0.218421351572561,"N",TRUE
11321,"N",0.545936094038682,"Y",FALSE
11334,"N",0.18689569817552,"N",TRUE
11338,"N",0.11092142009308,"N",TRUE
11355,"N",0.0974400251441479,"N",TRUE
11373,"N",0.235722627203171,"N",TRUE
11399,"N",0.243913985915848,"N",TRUE
11409,"N",0.463535511949116,"N",TRUE
11428,"N",0.358805091854587,"N",TRUE
11486,"N",0.422074786609502,"N",TRUE
11487,"N",0.0598968836258937,"N",TRUE
11506,"N",0.865302929537244,"Y",FALSE
11563,"N",0.399712738642182,"N",TRUE
11566,"N",0.28459589480951,"N",TRUE
11571,"N",0.246631400142681,"N",TRUE
11573,"N",0.259407758158487,"N",TRUE
11633,"N",0.303871305220884,"N",TRUE
11642,"N",0.0175746354764791,"N",TRUE
11651,"N",0.694583177026144,"Y",FALSE
11682,"N",0.156093124609186,"N",TRUE
11760,"N",0.510798082932028,"Y",FALSE
11771,"N",0.234562034582911,"N",TRUE
11786,"N",0.249652471134492,"N",TRUE
11799,"N",0.378135344686195,"N",TRUE
11858,"N",0.344366794442331,"N",TRUE
10060,"N",0.172783576200965,"N",TRUE
10112,"N",0.248705582584482,"N",TRUE
10257,"N",0.0418070823100044,"N",TRUE
10362,"N",0.287793199883763,"N",TRUE
10374,"N",0.230062149967053,"N",TRUE
10404,"N",0.555504193850457,"Y",FALSE
