"UniqueID","startprice","startprice.log","startprice.predict.All.X.glmnet","startprice.predict.All.X.glmnet.err","startprice.predict.All.Interact.X.glmnet","startprice.predict.All.Interact.X.glmnet.err","startprice.predict.Max.cor.Y.cv.0.cp.0.rpart","startprice.predict.Max.cor.Y.cv.0.cp.0.rpart.err","startprice.predict.All.X.no.rnorm.rf","startprice.predict.All.X.no.rnorm.rf.err","startprice.predict.Low.cor.X.lm","startprice.predict.Low.cor.X.lm.err","startprice.predict.All.Interact.X.no.rnorm.rf","startprice.predict.All.Interact.X.no.rnorm.rf.err","startprice.predict.All.X.bayesglm","startprice.predict.All.X.bayesglm.err","startprice.predict.Max.cor.Y.lm","startprice.predict.Max.cor.Y.lm.err","startprice.predict.Interact.High.cor.Y.lm","startprice.predict.Interact.High.cor.Y.lm.err","startprice.predict.All.X.glm","startprice.predict.All.X.glm.err","startprice.predict.All.X.lm","startprice.predict.All.X.lm.err","startprice.predict.Max.cor.Y.rpart","startprice.predict.Max.cor.Y.rpart.err","startprice.predict.All.X.no.rnorm.rpart","startprice.predict.All.X.no.rnorm.rpart.err","startprice.predict.All.Interact.X.no.rnorm.rpart","startprice.predict.All.Interact.X.no.rnorm.rpart.err","startprice.predict.All.Interact.X.bayesglm","startprice.predict.All.Interact.X.bayesglm.err","startprice.predict.Ensemble.glmnet","startprice.predict.Ensemble.glmnet.err","startprice.predict.Ensemble.glmnet.accurate"
10001,159.99,5.07511131328062,190.707524898103,30.7175248981028,200.361881691977,40.3718816919773,160.077368421053,0.0873684210526449,163.304726,3.31472600000001,206.149264068099,46.1592640680995,166.247314333333,6.2573143333334,190.841272345957,30.8512723459567,179.192853294695,19.2028532946954,172.195029931814,12.2050299318141,192.368579695775,32.378579695775,192.368579695746,32.3785796957464,234.491681818182,74.5016818181818,234.491681818182,74.5016818181817,234.491681818182,74.5016818181817,230.953901656358,70.9639016563575,158.616150899721,1.3738491002787,FALSE
10004,235,5.45958551414416,304.349144392506,69.3491443925063,334.633473355979,99.6334733559791,362.282380952381,127.282380952381,278.825535419914,43.8255354199135,315.636743380034,80.6367433800341,264.241606,29.2416060000002,320.525462204193,85.5254622041932,310.074980398409,75.0749803984088,313.558443605954,78.5584436059536,322.449921671266,87.4499216712662,322.449921671259,87.4499216712589,234.491681818182,0.508318181818225,234.491681818182,0.508318181818254,234.491681818182,0.508318181818254,546.213580223799,311.213580223799,237.403743229134,2.40374322913445,FALSE
10005,199.99,5.298267365298,215.922490694852,15.9324906948523,199.143075044293,0.846924955706925,265.393,65.403,246.382047333334,46.3920473333335,217.043875767994,17.0538757679936,262.43756,62.4475600000004,214.895103084529,14.905103084529,224.039783413588,24.0497834135884,225.842192682267,25.8521926822673,217.665849129161,17.6758491291613,217.665849129132,17.6758491291323,234.491681818182,34.5016818181818,234.491681818182,34.5016818181817,234.491681818182,34.5016818181817,414.463944603476,214.473944603476,278.849275649183,78.8592756491825,FALSE
10008,329.99,5.79906235097108,340.578812880632,10.5888128806319,334.921258667072,4.93125866707163,362.282380952381,32.2923809523809,321.698987209503,8.29101279049712,346.438540015639,16.4485400156393,307.630190888889,22.3598091111112,346.960716023769,16.9707160237687,310.074980398409,19.9150196015912,313.558443605954,16.4315563940464,347.415649955731,17.4256499557313,347.415649955724,17.425649955724,234.491681818182,95.4983181818182,234.491681818182,95.4983181818183,234.491681818182,95.4983181818183,428.536937964997,98.5469379649967,294.731493090871,35.2585069091287,FALSE
10012,99.99,4.60507018098776,151.155221185192,51.1652211851916,149.606823310215,49.6168233102151,106.355,6.36500000000001,116.10604711433,16.11604711433,149.733481218062,49.7434812180622,124.383126222222,24.3931262222222,150.895167263015,50.905167263015,165.695221736397,65.7052217363973,170.006372807522,70.0163728075224,150.863021535541,50.8730215355412,150.863021535534,50.8730215355339,234.491681818182,134.501681818182,234.491681818182,134.501681818182,234.491681818182,134.501681818182,64.9221397933239,35.0678602066761,112.546542745101,12.5565427451008,FALSE
10016,344.95,5.84339947899212,405.271006457515,60.3210064575146,398.372010530282,53.4220105302817,415.646666666667,70.6966666666667,399.402083256132,54.452083256132,408.534164006128,63.5841640061282,363.402609238095,18.452609238095,410.24886267705,65.2988626770505,376.972903423384,32.0229034233838,380.844275830218,35.8942758302182,410.167819288696,65.2178192886959,410.167819288689,65.2178192886886,234.491681818182,110.458318181818,234.491681818182,110.458318181818,234.491681818182,110.458318181818,447.601667532035,102.651667532035,360.761224527223,15.8112245272235,FALSE
10018,209.98,5.34701228808679,258.114906434943,48.134906434943,272.417529746765,62.4375297467653,224.569047619048,14.5890476190476,228.37554,18.3955400000001,259.718116750918,49.7381167509185,234.036423333334,24.0564233333337,286.146790897451,76.1667908974507,284.317666231318,74.3376662313177,278.365118701964,68.3851187019638,287.809710343739,77.8297103437392,287.809710343769,77.8297103437688,234.491681818182,24.5116818181818,234.491681818182,24.5116818181818,234.491681818182,24.5116818181818,263.821541682856,53.8415416828563,223.769885154361,13.7898851543615,FALSE
10020,95,4.55387689160054,162.869268134839,67.8692681348389,163.259763175152,68.2597631751523,106.355,11.355,100.492981489177,5.49298148917744,165.207045278949,70.2070452789495,114.713516460317,19.7135164603174,165.03036687968,70.0303668796802,165.695221736397,70.6952217363973,170.006372807522,75.0063728075224,165.094207155678,70.0942071556781,165.094207155664,70.0942071556635,234.491681818182,139.491681818182,234.491681818182,139.491681818182,234.491681818182,139.491681818182,98.3884573315254,3.3884573315254,90.0909219444622,4.90907805553785,FALSE
10022,187.5,5.23377884541047,182.564541280997,4.93545871900341,182.738699399036,4.76130060096401,200.699545454545,13.1995454545455,184.680076333333,2.81992366666651,164.02460846132,23.4753915386798,187.767156333333,0.267156333333219,175.857349133099,11.6426508669012,203.229109966524,15.7291099665243,201.789174809229,14.2891748092289,174.256911647605,13.2430883523948,174.256911647606,13.2430883523943,234.491681818182,46.9916818181818,234.491681818182,46.9916818181817,234.491681818182,46.9916818181817,180.873157796862,6.62684220313832,182.854271665086,4.64572833491405,FALSE
10023,129.99,4.86745752441993,143.301993498978,13.3119934989779,152.546306874497,22.5563068744974,160.077368421053,30.0873684210526,176.481101666667,46.4911016666668,144.627720533039,14.6377205330394,170.494319333333,40.5043193333333,149.628580196465,19.6385801964654,179.192853294695,49.2028532946954,172.195029931814,42.2050299318141,150.347617797701,20.3576177977006,150.347617797686,20.3576177976863,234.491681818182,104.501681818182,234.491681818182,104.501681818182,234.491681818182,104.501681818182,121.753765030492,8.23623496950842,183.367420998095,53.3774209980953,FALSE
