UniqueID,startprice.predict.Final.rf
10001,154.020512333333
10004,267.576018
10005,220.859387333334
10008,316.951542873377
10012,92.2591668073593
10016,389.827691666056
10018,234.278949666667
10020,88.9661331327561
10022,188.743132666667
10023,159.459766
10024,300.614992095238
10025,484.609864666666
10026,243.783148333333
10028,203.743365666667
10029,235.084047
10033,351.284762666667
10035,357.070891515873
10036,380.696608
10038,89.0523191327561
10039,177.110112
10040,209.961761
10042,93.0600223333334
10043,289.238956333333
10044,402.074341333333
10046,486.917100198412
10047,224.889826666667
10052,213.116656
10053,205.380201285714
10054,79.0516207005772
10055,403.515868151515
10057,149.374992587302
10058,214.084866873377
10059,214.262646
10060,188.291558333333
10063,214.969858
10065,166.184416563492
10066,303.602271428571
10067,444.073120555555
10069,232.149139333333
10071,204.725601666667
10072,337.124597333333
10077,196.355106
10079,213.599899
10082,205.863908873377
10083,414.038023929293
10084,429.063425762626
10085,173.154731666667
10087,474.889080309523
10088,209.874558666667
10093,213.079296333334
10094,205.950600333333
10096,397.220214333333
10100,194.846633238095
10102,409.32882373088
10103,146.63803974359
10104,245.275179666667
10106,226.389666638889
10107,101.853121
10110,95.0233573333333
10111,236.632438333334
10112,78.0310935396826
10115,199.364146666667
10116,483.593719555555
10120,200.110191142857
10121,213.750906
10122,204.524188333333
10126,216.912815
10127,50.3478114723698
10128,199.190693666667
10129,177.781106333333
10132,185.524784333333
10133,203.182873904762
10135,113.984326174298
10136,388.611659333333
10139,332.775935666667
10144,234.052241333334
10146,191.307919666667
10148,263.006881666667
10149,196.228125666667
10153,450.604446738816
10155,255.246783
10158,172.8782835
10160,291.815446333333
10163,355.499539174602
10164,240.854199666667
10167,287.507136380952
10168,225.559686638889
10170,336.474925304834
10171,191.308762666667
10172,315.270608
10182,48.094669510545
10184,158.681948888889
10188,249.123736333333
10191,209.12036
10193,146.766771280812
10195,60.3836021666667
10197,393.403877333333
10199,61.0801212063114
10200,148.318510809524
10204,223.830689666667
10206,170.303354
10207,315.114329333333
10212,249.618343333333
10215,430.076844294372
10216,203.654173666667
10217,79.0827283672438
10219,425.043406666667
10221,392.485580666666
10222,206.745681666667
10229,263.456448666667
10232,446.516735714286
10235,172.507838333333
10236,336.1611
10239,394.708123818181
10241,52.9934415555557
10244,236.350819333334
10246,218.884063421356
10249,93.484289
10252,186.804534666667
10254,45.3248714153069
10257,372.346584
10260,299.531608095238
10261,188.65742
10264,116.215557715257
10266,338.178611333333
10267,343.217150011905
10274,159.390518555556
10279,354.357268
10282,216.901554333334
10283,41.6065230634921
10287,394.138610935897
10296,60.9423310603185
10299,69.8823827528791
10302,77.6644033333335
10308,300.824563540043
10314,257.321600126984
10315,343.217150011905
10316,264.226090666667
10317,95.5971793333333
10320,451.769678484848
10325,160.628408222222
10335,182.307797333333
10347,96.1184049892885
10351,78.8588363423827
10359,220.288628666667
10362,192.236594666667
10366,96.3515673333333
10369,261.894269666667
10374,163.086856666667
10377,149.53005047619
10382,93.7529596666666
10383,90.4614101190477
10385,178.244490166667
10386,189.944171
10390,178.244490166667
10404,75.7311745000001
10409,180.991632333333
10413,154.031003834277
10414,228.751536333333
10416,93.3692659965343
10423,26.3091266666666
10424,233.341778
10426,256.509207666667
10428,473.895917761905
10429,240.939094666667
10432,209.970650333334
10433,200.906007285714
10434,211.466680333333
10440,189.968391333333
10451,212.296217666667
10455,47.6951409318183
10461,418.981695333333
10465,213.602881
10466,97.405933
10469,229.342472333334
10471,100.993217354978
10472,121.373220377487
10473,147.010161432901
10483,231.419536666667
10485,187.855347333333
10488,88.2443606381219
10489,75.8327963333333
10491,56.6741256996338
10494,96.8869219660894
10495,92.1274324158997
10498,164.995033119047
10500,213.967427
10503,210.766421
10504,104.348301952381
10506,281.974427666666
10508,211.315601333333
10512,89.8423250281385
10513,347.838970265873
10518,214.353447
10520,188.735922666667
10522,217.846805666667
10523,404.142541182539
10526,34.2595578571428
10527,114.94827349582
10528,89.0402583333333
10529,67.0684603504274
10532,92.1757264523809
10537,183.394230833333
10539,223.490294
10541,136.527880690476
10546,313.317595333333
10547,171.452498452381
10550,362.348086666667
10554,210.462275
10555,337.127914456349
10559,210.757697
10560,236.748938666667
10563,329.291316333333
10564,32.0304388962704
10565,459.933695666666
10567,98.7241232330447
10568,88.7340190281385
10569,87.4690843659951
10574,212.533761666667
10575,200.014530333333
10581,46.7301916666668
10583,229.272884
10586,137.130325206349
10587,419.462541666666
10590,357.267848507936
10591,165.779476222222
10594,446.960417666666
10595,59.9000192584084
10596,229.932991
10597,238.754278
10601,216.277586666667
10602,31.5540513809523
10603,55.1578506900321
10605,376.846355666666
10607,109.666849108225
10609,235.319346666667
10613,422.789130729548
10614,345.270365333333
10619,241.846528761905
10622,210.364467666667
10628,79.9788405714288
10629,220.422500333333
10632,187.951536
10637,473.882266246031
10638,101.971233904762
10643,465.542476198412
10644,448.239407229548
10645,109.555381370851
10647,401.605297666666
10648,31.9162978225108
10649,182.222183222222
10650,512.814936309523
10651,240.647250666667
10655,330.515142
10658,42.8776642352092
10660,294.502535587662
10663,187.408233666667
10665,210.703175
10667,173.724960785714
10668,329.464671666666
10671,45.9873161507937
10673,71.0473385791747
10674,284.589708666667
10676,190.134705333333
10679,208.910400333334
10680,175.120712611111
10681,182.283021666667
10682,443.576557031746
10683,51.6791233333334
10687,48.428506909091
10690,180.417555
10691,186.712819
10695,70.5487453333334
10700,248.567191666666
10705,105.93096
10706,38.9097912133423
10707,179.20212
10709,179.988092888889
10710,266.713507892857
10711,209.045571111111
10718,179.529332
10719,357.517309841269
10722,84.4864068333333
10724,293.799484254329
10731,213.088626119047
10733,231.645164666667
10735,93.3632947041847
10737,205.462101
10738,248.391929738095
10739,169.318939666667
10741,71.7504576666668
10742,351.309058503968
10743,29.9466376074568
10744,308.119748666666
10746,397.19566
10747,209.646766285714
10748,177.095901587302
10751,172.346068
10752,166.917664047619
10760,51.4082618682678
10762,161.953409142857
10764,238.654226285714
10765,248.398144333333
10766,95.9323333789688
10767,348.188594333333
10770,188.133826
10771,212.074415333333
10772,98.6808521010101
10774,147.806482404762
10776,192.137407666667
10777,228.150168666667
10783,339.504577059524
10785,45.5189140427351
10786,67.0205546361604
10787,292.766353428571
10788,237.282171333333
10789,174.795361452381
10791,200.203094761905
10793,371.123643666667
10800,387.868228888888
10801,31.4755016454101
10804,245.472760333333
10806,293.080816761905
10807,168.071178
10809,242.467317
10815,264.439634047619
10818,267.851374226191
10819,176.38485134127
10821,184.677838
10828,69.2883549523811
10829,243.673527
10831,209.003338666667
10833,212.865390666667
10836,15.1390357725607
10839,453.418311095238
10841,27.7871301581196
10842,92.0231660295815
10845,253.697231333333
10847,254.944211333333
10849,274.066915953463
10850,209.437893
10851,203.107967
10852,342.711467590548
10856,219.178954
10857,104.608914888889
10862,207.419110952381
10865,412.931422999999
10867,277.796040285714
10873,211.111704333333
10874,207.560689666667
10877,294.25934
10878,179.627384722222
10879,100.986717805195
10883,396.798664666666
10884,360.702179515873
10886,306.228616666667
10888,182.304903666667
10889,432.281512666666
10890,221.234959
10891,232.732734666667
10893,192.253475333333
10894,432.345670833333
10895,150.782743333333
10900,80.8216710476191
10903,273.05764762013
10904,54.5199762703964
10906,177.424653119047
10908,385.232626619048
10909,434.779709571428
10910,287.007294254329
10911,410.694273999999
10914,208.897086333333
10915,211.266444
10916,167.090232888889
10917,11.4099950887762
10921,298.240196761905
10922,33.6842662956663
10924,343.137169666666
10925,304.48892
10927,218.979975952381
10928,236.661195333333
10929,70.0705206666669
10930,339.448771666666
10932,287.676040635282
