"UniqueID","sold.fctr","sold.fctr.predict.Max.cor.Y.rpart.prob","sold.fctr.predict.Max.cor.Y.rpart","sold.fctr.predict.Max.cor.Y.rpart.accurate"
10066,"N",0.225746268656716,"N",TRUE
10094,"N",0.225746268656716,"N",TRUE
10199,"N",0.909747292418773,"Y",FALSE
10244,"N",0.225746268656716,"N",TRUE
10451,"N",0.225746268656716,"N",TRUE
10537,"N",0.225746268656716,"N",TRUE
10602,"N",0.528169014084507,"Y",FALSE
10632,"N",0.225746268656716,"N",TRUE
10651,"N",0.225746268656716,"N",TRUE
10676,"N",0.225746268656716,"N",TRUE
10806,"N",0.225746268656716,"N",TRUE
10807,"N",0.225746268656716,"N",TRUE
10829,"N",0.225746268656716,"N",TRUE
10921,"N",0.225746268656716,"N",TRUE
11001,"N",0.225746268656716,"N",TRUE
11029,"N",0.225746268656716,"N",TRUE
11031,"N",0.225746268656716,"N",TRUE
11187,"N",0.225746268656716,"N",TRUE
11266,"N",0.225746268656716,"N",TRUE
11282,"N",0.225746268656716,"N",TRUE
11294,"N",0.225746268656716,"N",TRUE
11307,"N",0.528169014084507,"Y",FALSE
11357,"N",0.225746268656716,"N",TRUE
11386,"N",0.528169014084507,"Y",FALSE
11389,"N",0.225746268656716,"N",TRUE
11393,"N",0.225746268656716,"N",TRUE
11403,"N",0.225746268656716,"N",TRUE
11417,"N",0.225746268656716,"N",TRUE
11419,"N",0.142857142857143,"N",TRUE
11434,"N",0.225746268656716,"N",TRUE
11445,"N",0.225746268656716,"N",TRUE
11446,"N",0.225746268656716,"N",TRUE
11449,"N",0.225746268656716,"N",TRUE
11458,"N",0.225746268656716,"N",TRUE
11459,"N",0.225746268656716,"N",TRUE
11465,"N",0.225746268656716,"N",TRUE
11466,"N",0.225746268656716,"N",TRUE
11526,"N",0.225746268656716,"N",TRUE
11574,"N",0.225746268656716,"N",TRUE
11585,"N",0.225746268656716,"N",TRUE
11587,"N",0.225746268656716,"N",TRUE
11594,"N",0.225746268656716,"N",TRUE
11597,"N",0.225746268656716,"N",TRUE
11606,"N",0.225746268656716,"N",TRUE
11700,"N",0.909747292418773,"Y",FALSE
11763,"N",0.225746268656716,"N",TRUE
11769,"N",0.909747292418773,"Y",FALSE
11819,"N",0.225746268656716,"N",TRUE
11827,"N",0.225746268656716,"N",TRUE
11836,"N",0.909747292418773,"Y",FALSE
11853,"N",0.225746268656716,"N",TRUE
11854,"N",0.225746268656716,"N",TRUE
10012,"N",0.225746268656716,"N",TRUE
10054,"N",0.225746268656716,"N",TRUE
10082,"N",0.225746268656716,"N",TRUE
10106,"N",0.225746268656716,"N",TRUE
10127,"N",0.909747292418773,"Y",FALSE
10168,"N",0.225746268656716,"N",TRUE
10283,"N",0.909747292418773,"Y",FALSE
10317,"N",0.225746268656716,"N",TRUE
10366,"N",0.225746268656716,"N",TRUE
10382,"N",0.225746268656716,"N",TRUE
10466,"N",0.225746268656716,"N",TRUE
10512,"N",0.225746268656716,"N",TRUE
10526,"N",0.909747292418773,"Y",FALSE
10564,"N",0.909747292418773,"Y",FALSE
10581,"N",0.909747292418773,"Y",FALSE
10586,"N",0.225746268656716,"N",TRUE
10603,"N",0.909747292418773,"Y",FALSE
10645,"N",0.225746268656716,"N",TRUE
10687,"N",0.909747292418773,"Y",FALSE
10735,"N",0.225746268656716,"N",TRUE
10743,"N",0.909747292418773,"Y",FALSE
10772,"N",0.225746268656716,"N",TRUE
10801,"N",0.528169014084507,"Y",FALSE
10841,"N",0.909747292418773,"Y",FALSE
10948,"N",0.225746268656716,"N",TRUE
10959,"N",0.225746268656716,"N",TRUE
10960,"N",0.142857142857143,"N",TRUE
11009,"N",0.909747292418773,"Y",FALSE
11046,"N",0.225746268656716,"N",TRUE
11050,"N",0.225746268656716,"N",TRUE
11076,"N",0.225746268656716,"N",TRUE
11080,"N",0.225746268656716,"N",TRUE
11111,"N",0.225746268656716,"N",TRUE
11114,"N",0.225746268656716,"N",TRUE
11116,"N",0.225746268656716,"N",TRUE
11155,"N",0.225746268656716,"N",TRUE
11201,"N",0.225746268656716,"N",TRUE
11207,"N",0.225746268656716,"N",TRUE
11234,"N",0.225746268656716,"N",TRUE
11240,"N",0.225746268656716,"N",TRUE
11280,"N",0.225746268656716,"N",TRUE
11305,"N",0.225746268656716,"N",TRUE
11309,"N",0.225746268656716,"N",TRUE
11401,"N",0.225746268656716,"N",TRUE
11523,"N",0.225746268656716,"N",TRUE
11545,"N",0.225746268656716,"N",TRUE
11575,"N",0.225746268656716,"N",TRUE
11696,"N",0.225746268656716,"N",TRUE
11724,"N",0.225746268656716,"N",TRUE
11775,"N",0.225746268656716,"N",TRUE
11806,"N",0.225746268656716,"N",TRUE
11856,"N",0.225746268656716,"N",TRUE
11861,"N",0.225746268656716,"N",TRUE
10023,"N",0.225746268656716,"N",TRUE
10088,"N",0.225746268656716,"N",TRUE
10129,"N",0.225746268656716,"N",TRUE
10149,"N",0.225746268656716,"N",TRUE
10191,"N",0.225746268656716,"N",TRUE
10216,"N",0.225746268656716,"N",TRUE
10235,"N",0.225746268656716,"N",TRUE
10252,"N",0.225746268656716,"N",TRUE
10274,"N",0.225746268656716,"N",TRUE
10282,"N",0.225746268656716,"N",TRUE
10325,"N",0.225746268656716,"N",TRUE
10409,"N",0.225746268656716,"N",TRUE
10432,"N",0.225746268656716,"N",TRUE
10440,"N",0.225746268656716,"N",TRUE
10503,"N",0.225746268656716,"N",TRUE
10504,"N",0.528169014084507,"Y",FALSE
10522,"N",0.225746268656716,"N",TRUE
10539,"N",0.225746268656716,"N",TRUE
10560,"N",0.225746268656716,"N",TRUE
10567,"N",0.909747292418773,"Y",FALSE
10569,"N",0.528169014084507,"Y",FALSE
10596,"N",0.225746268656716,"N",TRUE
10628,"N",0.528169014084507,"Y",FALSE
10665,"N",0.225746268656716,"N",TRUE
10673,"N",0.528169014084507,"Y",FALSE
10681,"N",0.225746268656716,"N",TRUE
10709,"N",0.225746268656716,"N",TRUE
10739,"N",0.225746268656716,"N",TRUE
10776,"N",0.225746268656716,"N",TRUE
10821,"N",0.225746268656716,"N",TRUE
10828,"N",0.528169014084507,"Y",FALSE
10851,"N",0.225746268656716,"N",TRUE
10888,"N",0.225746268656716,"N",TRUE
10893,"N",0.225746268656716,"N",TRUE
10904,"N",0.528169014084507,"Y",FALSE
10916,"N",0.225746268656716,"N",TRUE
10917,"N",0.528169014084507,"Y",FALSE
10934,"N",0.225746268656716,"N",TRUE
10952,"N",0.528169014084507,"Y",FALSE
10984,"N",0.225746268656716,"N",TRUE
10992,"N",0.909747292418773,"Y",FALSE
11004,"N",0.528169014084507,"Y",FALSE
11011,"N",0.225746268656716,"N",TRUE
11032,"N",0.225746268656716,"N",TRUE
11044,"N",0.225746268656716,"N",TRUE
11047,"N",0.225746268656716,"N",TRUE
11051,"N",0.225746268656716,"N",TRUE
11068,"N",0.225746268656716,"N",TRUE
11069,"N",0.225746268656716,"N",TRUE
11081,"N",0.225746268656716,"N",TRUE
11091,"N",0.225746268656716,"N",TRUE
11103,"N",0.225746268656716,"N",TRUE
11157,"N",0.528169014084507,"Y",FALSE
11161,"N",0.225746268656716,"N",TRUE
11170,"N",0.225746268656716,"N",TRUE
11242,"N",0.225746268656716,"N",TRUE
11251,"N",0.225746268656716,"N",TRUE
11275,"N",0.225746268656716,"N",TRUE
11290,"N",0.225746268656716,"N",TRUE
11303,"N",0.225746268656716,"N",TRUE
11320,"N",0.225746268656716,"N",TRUE
11337,"N",0.225746268656716,"N",TRUE
11349,"N",0.528169014084507,"Y",FALSE
11352,"N",0.225746268656716,"N",TRUE
11365,"N",0.225746268656716,"N",TRUE
11410,"N",0.225746268656716,"N",TRUE
11415,"N",0.225746268656716,"N",TRUE
11432,"N",0.909747292418773,"Y",FALSE
11451,"N",0.225746268656716,"N",TRUE
11502,"N",0.225746268656716,"N",TRUE
11517,"N",0.225746268656716,"N",TRUE
11551,"N",0.225746268656716,"N",TRUE
11554,"N",0.225746268656716,"N",TRUE
11558,"N",0.225746268656716,"N",TRUE
11559,"N",0.225746268656716,"N",TRUE
11610,"N",0.225746268656716,"N",TRUE
11614,"N",0.225746268656716,"N",TRUE
11640,"N",0.225746268656716,"N",TRUE
11644,"N",0.909747292418773,"Y",FALSE
11673,"N",0.225746268656716,"N",TRUE
11675,"N",0.225746268656716,"N",TRUE
11684,"N",0.225746268656716,"N",TRUE
11685,"N",0.528169014084507,"Y",FALSE
11698,"N",0.225746268656716,"N",TRUE
11747,"N",0.225746268656716,"N",TRUE
11749,"N",0.225746268656716,"N",TRUE
11751,"N",0.225746268656716,"N",TRUE
11755,"N",0.225746268656716,"N",TRUE
11756,"N",0.225746268656716,"N",TRUE
11788,"N",0.225746268656716,"N",TRUE
11847,"N",0.225746268656716,"N",TRUE
11849,"N",0.225746268656716,"N",TRUE
10028,"N",0.225746268656716,"N",TRUE
10059,"N",0.225746268656716,"N",TRUE
10133,"N",0.225746268656716,"N",TRUE
10144,"N",0.225746268656716,"N",TRUE
10146,"N",0.225746268656716,"N",TRUE
10193,"N",0.528169014084507,"Y",FALSE
10195,"N",0.528169014084507,"Y",FALSE
10204,"N",0.225746268656716,"N",TRUE
10241,"N",0.909747292418773,"Y",FALSE
10302,"N",0.528169014084507,"Y",FALSE
10369,"N",0.225746268656716,"N",TRUE
10423,"N",0.528169014084507,"Y",FALSE
10424,"N",0.225746268656716,"N",TRUE
10429,"N",0.225746268656716,"N",TRUE
10434,"N",0.225746268656716,"N",TRUE
10465,"N",0.225746268656716,"N",TRUE
10472,"N",0.528169014084507,"Y",FALSE
10485,"N",0.225746268656716,"N",TRUE
10508,"N",0.225746268656716,"N",TRUE
10527,"N",0.528169014084507,"Y",FALSE
10532,"N",0.528169014084507,"Y",FALSE
10574,"N",0.225746268656716,"N",TRUE
10601,"N",0.225746268656716,"N",TRUE
10629,"N",0.225746268656716,"N",TRUE
10700,"N",0.225746268656716,"N",TRUE
10747,"N",0.225746268656716,"N",TRUE
10765,"N",0.225746268656716,"N",TRUE
10771,"N",0.225746268656716,"N",TRUE
10788,"N",0.225746268656716,"N",TRUE
10845,"N",0.225746268656716,"N",TRUE
10850,"N",0.225746268656716,"N",TRUE
10862,"N",0.225746268656716,"N",TRUE
10873,"N",0.225746268656716,"N",TRUE
10900,"N",0.528169014084507,"Y",FALSE
10927,"N",0.225746268656716,"N",TRUE
10940,"N",0.225746268656716,"N",TRUE
10949,"N",0.225746268656716,"N",TRUE
10990,"N",0.225746268656716,"N",TRUE
11006,"N",0.528169014084507,"Y",FALSE
11063,"N",0.225746268656716,"N",TRUE
11074,"N",0.225746268656716,"N",TRUE
11075,"N",0.225746268656716,"N",TRUE
11079,"N",0.225746268656716,"N",TRUE
11113,"N",0.225746268656716,"N",TRUE
11126,"N",0.225746268656716,"N",TRUE
11133,"N",0.225746268656716,"N",TRUE
11137,"N",0.225746268656716,"N",TRUE
11148,"N",0.225746268656716,"N",TRUE
11191,"N",0.225746268656716,"N",TRUE
11222,"N",0.225746268656716,"N",TRUE
11229,"N",0.225746268656716,"N",TRUE
11265,"N",0.225746268656716,"N",TRUE
11301,"N",0.225746268656716,"N",TRUE
11318,"N",0.225746268656716,"N",TRUE
11375,"N",0.225746268656716,"N",TRUE
11385,"N",0.225746268656716,"N",TRUE
11387,"N",0.225746268656716,"N",TRUE
11402,"N",0.225746268656716,"N",TRUE
11495,"N",0.225746268656716,"N",TRUE
11572,"N",0.225746268656716,"N",TRUE
11577,"N",0.225746268656716,"N",TRUE
11580,"N",0.225746268656716,"N",TRUE
11595,"N",0.225746268656716,"N",TRUE
11631,"N",0.225746268656716,"N",TRUE
11658,"N",0.225746268656716,"N",TRUE
11692,"N",0.225746268656716,"N",TRUE
11739,"N",0.225746268656716,"N",TRUE
11745,"N",0.225746268656716,"N",TRUE
11746,"N",0.528169014084507,"Y",FALSE
11790,"N",0.225746268656716,"N",TRUE
11813,"N",0.225746268656716,"N",TRUE
11825,"N",0.225746268656716,"N",TRUE
11846,"N",0.225746268656716,"N",TRUE
10025,"N",0.225746268656716,"N",TRUE
10036,"N",0.225746268656716,"N",TRUE
10044,"N",0.225746268656716,"N",TRUE
10067,"N",0.225746268656716,"N",TRUE
10083,"N",0.225746268656716,"N",TRUE
10087,"N",0.225746268656716,"N",TRUE
10096,"N",0.225746268656716,"N",TRUE
10102,"N",0.225746268656716,"N",TRUE
10116,"N",0.225746268656716,"N",TRUE
10136,"N",0.225746268656716,"N",TRUE
10139,"N",0.225746268656716,"N",TRUE
10153,"N",0.225746268656716,"N",TRUE
10197,"N",0.225746268656716,"N",TRUE
10236,"N",0.225746268656716,"N",TRUE
10246,"N",0.528169014084507,"Y",FALSE
10261,"N",0.528169014084507,"Y",FALSE
10287,"N",0.225746268656716,"N",TRUE
10541,"N",0.528169014084507,"Y",FALSE
10565,"N",0.225746268656716,"N",TRUE
10590,"N",0.225746268656716,"N",TRUE
10594,"N",0.225746268656716,"N",TRUE
10605,"N",0.225746268656716,"N",TRUE
10637,"N",0.225746268656716,"N",TRUE
10643,"N",0.225746268656716,"N",TRUE
10644,"N",0.225746268656716,"N",TRUE
10719,"N",0.225746268656716,"N",TRUE
10731,"N",0.142857142857143,"N",TRUE
10738,"N",0.528169014084507,"Y",FALSE
10865,"N",0.225746268656716,"N",TRUE
10867,"N",0.142857142857143,"N",TRUE
10889,"N",0.225746268656716,"N",TRUE
10894,"N",0.225746268656716,"N",TRUE
10946,"N",0.225746268656716,"N",TRUE
10951,"N",0.225746268656716,"N",TRUE
10956,"N",0.225746268656716,"N",TRUE
10980,"N",0.225746268656716,"N",TRUE
11012,"N",0.225746268656716,"N",TRUE
11034,"N",0.225746268656716,"N",TRUE
11035,"N",0.225746268656716,"N",TRUE
11045,"N",0.225746268656716,"N",TRUE
11073,"N",0.225746268656716,"N",TRUE
11130,"N",0.225746268656716,"N",TRUE
11136,"N",0.225746268656716,"N",TRUE
11140,"N",0.225746268656716,"N",TRUE
11162,"N",0.225746268656716,"N",TRUE
11168,"N",0.225746268656716,"N",TRUE
11182,"N",0.225746268656716,"N",TRUE
11197,"N",0.225746268656716,"N",TRUE
11205,"N",0.225746268656716,"N",TRUE
11206,"N",0.225746268656716,"N",TRUE
11211,"N",0.225746268656716,"N",TRUE
11221,"N",0.528169014084507,"Y",FALSE
11224,"N",0.225746268656716,"N",TRUE
11238,"N",0.225746268656716,"N",TRUE
11253,"N",0.225746268656716,"N",TRUE
11262,"N",0.142857142857143,"N",TRUE
11274,"N",0.142857142857143,"N",TRUE
11306,"N",0.225746268656716,"N",TRUE
11321,"N",0.142857142857143,"N",TRUE
11334,"N",0.225746268656716,"N",TRUE
11373,"N",0.225746268656716,"N",TRUE
11384,"N",0.225746268656716,"N",TRUE
11399,"N",0.225746268656716,"N",TRUE
11487,"N",0.225746268656716,"N",TRUE
11533,"N",0.225746268656716,"N",TRUE
11549,"N",0.225746268656716,"N",TRUE
11566,"N",0.225746268656716,"N",TRUE
11573,"N",0.225746268656716,"N",TRUE
11612,"N",0.225746268656716,"N",TRUE
11633,"N",0.225746268656716,"N",TRUE
11642,"N",0.225746268656716,"N",TRUE
11682,"N",0.225746268656716,"N",TRUE
11760,"N",0.225746268656716,"N",TRUE
11771,"N",0.225746268656716,"N",TRUE
11772,"N",0.225746268656716,"N",TRUE
11782,"N",0.225746268656716,"N",TRUE
11786,"N",0.225746268656716,"N",TRUE
11799,"N",0.225746268656716,"N",TRUE
